"Theme","Topic","Author","Posted","Link","Views_20221101_011218","Replies_20221101_011218","Views_20221101_040624","Replies_20221101_040624","Views_20221101_054447","Replies_20221101_054447","Views_20221101_062326","Replies_20221101_062326","Views_20221101_071630","Replies_20221101_071630","Views_20221101_081723","Replies_20221101_081723","Views_20221101_091349","Replies_20221101_091349","Views_20221101_101429","Replies_20221101_101429","Views_20221101_111200","Replies_20221101_111200","Views_20221101_122714","Replies_20221101_122714","Views_20221101_134437","Replies_20221101_134437","Views_20221101_142117","Replies_20221101_142117","Views_20221101_151445","Replies_20221101_151445","Views_20221101_161832","Replies_20221101_161832","Views_20221101_172308","Replies_20221101_172308","Views_20221101_181621","Replies_20221101_181621","Views_20221101_191224","Replies_20221101_191224","Views_20221101_201527","Replies_20221101_201527","Views_20221101_211250","Replies_20221101_211250","Views_20221101_221414","Replies_20221101_221414","Views_20221101_231425","Replies_20221101_231425","Views_20221102_010415","Replies_20221102_010415","Views_20221102_035441","Replies_20221102_035441","Views_20221102_045736","Replies_20221102_045736","Views_20221102_054159","Replies_20221102_054159","Views_20221102_061957","Replies_20221102_061957","Views_20221102_071434","Replies_20221102_071434","Views_20221102_081648","Replies_20221102_081648","Views_20221102_091318","Replies_20221102_091318","Views_20221102_101452","Replies_20221102_101452","Views_20221102_111246","Replies_20221102_111246","Views_20221102_122455","Replies_20221102_122455","Views_20221102_134740","Replies_20221102_134740","Views_20221102_142156","Replies_20221102_142156","Views_20221102_151400","Replies_20221102_151400","Views_20221102_161836","Replies_20221102_161836","Views_20221102_172759","Replies_20221102_172759","Views_20221102_181628","Replies_20221102_181628","Views_20221102_191116","Replies_20221102_191116","Views_20221102_201440","Replies_20221102_201440","Views_20221102_211341","Replies_20221102_211341","Views_20221102_221318","Replies_20221102_221318","Views_20221102_231246","Replies_20221102_231246","Views_20221103_005927","Replies_20221103_005927","Views_20221103_030244","Replies_20221103_030244","Views_20221103_035936","Replies_20221103_035936","Views_20221103_043627","Replies_20221103_043627","Views_20221103_051939","Replies_20221103_051939","Views_20221103_061544","Replies_20221103_061544","Views_20221103_071056","Replies_20221103_071056","Views_20221103_081702","Replies_20221103_081702","Views_20221103_091410","Replies_20221103_091410","Views_20221103_101356","Replies_20221103_101356","Views_20221103_111048","Replies_20221103_111048","Views_20221103_122203","Replies_20221103_122203","Views_20221103_133946","Replies_20221103_133946","Views_20221103_141654","Replies_20221103_141654","Views_20221103_151706","Replies_20221103_151706","Views_20221103_162001","Replies_20221103_162001","Views_20221103_171837","Replies_20221103_171837","Views_20221103_181821","Replies_20221103_181821","Views_20221103_191031","Replies_20221103_191031","Views_20221103_201112","Replies_20221103_201112","Views_20221103_211149","Replies_20221103_211149","Views_20221103_221204","Replies_20221103_221204","Views_20221103_231358","Replies_20221103_231358","Views_20221104_010015","Replies_20221104_010015","Views_20221104_031041","Replies_20221104_031041","Views_20221104_043822","Replies_20221104_043822","Views_20221104_052054","Replies_20221104_052054","Views_20221104_061542","Replies_20221104_061542","Views_20221104_071210","Replies_20221104_071210","Views_20221104_081618","Replies_20221104_081618","Views_20221104_091300","Replies_20221104_091300","Views_20221104_101437","Replies_20221104_101437"
"Assessment and Surveillance","New SMART website launched","Tamsin","2012-08-01","https://www.en-net.org/question/799.aspx",9340,1,9343,1,9344,1,9344,1,9344,1,9344,1,9344,1,9344,1,9344,1,9344,1,9344,1,9344,1,9345,1,9345,1,9345,1,9345,1,9345,1,9345,1,9345,1,9345,1,9345,1,9345,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9346,1,9347,1,9348,1,9348,1,9348,1,9348,1,9349,1,9349,1,9349,1,9349,1,9349,1,9351,1,9356,1,9366,1,9366,1,9376,1,9376,1,9376,1,9377,1,9377,1,9377,1,9377,1,9377,1,9378,1,9379,1,9379,1,9379,1,9379,1,9379,1,9379,1,9379,1,9379,1,9379,1
"Assessment and Surveillance","New version of R package 'zscorer' available","Mark Myatt","2019-11-05","https://www.en-net.org/question/3787.aspx",9448,39,9448,39,9449,39,9449,39,9449,39,9449,39,9449,39,9449,39,9449,39,9450,39,9450,39,9450,39,9450,39,9450,39,9451,39,9452,39,9452,39,9452,39,9453,39,9454,39,9454,39,9456,39,9456,39,9456,39,9456,39,9456,39,9456,39,9456,39,9457,39,9457,39,9457,39,9457,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9459,39,9462,39,9468,39,9478,39,9479,39,9490,39,9491,39,9491,39,9491,39,9491,39,9491,39,9491,39,9491,39,9491,39,9491,39,9494,39,9494,39,9494,39,9494,39,9494,39,9494,39,9495,39,9495,39
"Assessment and Surveillance","Nullification of a survey based on the plausibility report","Anonymous_G_W_40","2022-02-14","https://www.en-net.org/question/4492.aspx",2413,2,2414,2,2414,2,2414,2,2414,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2415,2,2416,2,2416,2,2416,2,2416,2,2416,2,2416,2,2416,2,2416,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2417,2,2418,2,2418,2,2418,2,2418,2,2418,2,2420,2,2427,2,2436,2,2436,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2,2446,2
"Assessment and Surveillance","Nutrition Assessment for Refugiees & Host mixed population","Anonymous 2688","2014-10-08","https://www.en-net.org/question/1500.aspx",8865,7,8867,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8868,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8869,7,8871,7,8876,7,8886,7,8887,7,8897,7,8898,7,8898,7,8898,7,8898,7,8898,7,8898,7,8898,7,8898,7,8899,7,8899,7,8899,7,8899,7,8899,7,8899,7,8899,7,8899,7,8899,7
"Assessment and Surveillance","Nutrition assessment for Urban population","Anonymous 81","2010-04-06","https://www.en-net.org/question/203.aspx",10407,6,10408,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10409,6,10410,6,10410,6,10410,6,10410,6,10410,6,10411,6,10411,6,10411,6,10411,6,10412,6,10412,6,10412,6,10412,6,10412,6,10412,6,10412,6,10412,6,10413,6,10413,6,10414,6,10414,6,10414,6,10414,6,10414,6,10414,6,10414,6,10414,6,10414,6,10414,6,10416,6,10421,6,10431,6,10431,6,10441,6,10441,6,10441,6,10441,6,10441,6,10443,6,10443,6,10443,6,10443,6,10444,6,10444,6,10444,6,10444,6,10444,6,10444,6,10444,6,10444,6,10444,6
"Assessment and Surveillance","Nutrition assessment in small pieces livelihood zones","Anonymous 81","2013-02-01","https://www.en-net.org/question/965.aspx",11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11120,8,11121,8,11121,8,11121,8,11121,8,11123,8,11123,8,11123,8,11123,8,11123,8,11123,8,11123,8,11124,8,11124,8,11124,8,11124,8,11124,8,11124,8,11124,8,11124,8,11124,8,11125,8,11125,8,11125,8,11125,8,11127,8,11128,8,11128,8,11128,8,11129,8,11130,8,11130,8,11130,8,11130,8,11130,8,11130,8,11132,8,11137,8,11147,8,11147,8,11157,8,11157,8,11157,8,11157,8,11158,8,11158,8,11158,8,11158,8,11159,8,11159,8,11160,8,11160,8,11160,8,11160,8,11160,8,11160,8,11160,8,11160,8
"Assessment and Surveillance","Nutrition Assessments in 8-19 years","james majaha","2015-06-01","https://www.en-net.org/question/1758.aspx",9281,2,9281,2,9281,2,9281,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9282,2,9283,2,9283,2,9283,2,9283,2,9283,2,9283,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9285,2,9285,2,9287,2,9292,2,9302,2,9302,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2,9312,2
"Assessment and Surveillance","Nutrition Causal Analysis - inputs for the development of a methodology","Hannah Mattinen","2010-08-25","https://www.en-net.org/question/248.aspx",12445,6,12446,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12449,6,12451,6,12451,6,12451,6,12451,6,12451,6,12451,6,12451,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12452,6,12453,6,12453,6,12453,6,12453,6,12453,6,12453,6,12456,6,12461,6,12471,6,12471,6,12482,6,12483,6,12483,6,12483,6,12483,6,12483,6,12484,6,12485,6,12485,6,12486,6,12486,6,12486,6,12486,6,12486,6,12486,6,12486,6,12486,6,12486,6
"Assessment and Surveillance","Nutrition Causal Analysis: usefulness and application","Blessing Mureverwi","2015-04-09","https://www.en-net.org/question/1678.aspx",9471,5,9473,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9474,5,9475,5,9476,5,9476,5,9476,5,9477,5,9477,5,9477,5,9477,5,9477,5,9477,5,9478,5,9478,5,9478,5,9478,5,9478,5,9478,5,9478,5,9478,5,9478,5,9478,5,9478,5,9480,5,9481,5,9481,5,9481,5,9481,5,9481,5,9481,5,9481,5,9483,5,9488,5,9498,5,9498,5,9508,5,9508,5,9508,5,9508,5,9508,5,9509,5,9509,5,9509,5,9509,5,9510,5,9510,5,9510,5,9510,5,9510,5,9510,5,9510,5,9510,5,9510,5
"Assessment and Surveillance","Nutrition Data - Tanzania","Nicki Connell","2018-03-29","https://www.en-net.org/question/3274.aspx",7034,2,7036,2,7036,2,7036,2,7037,2,7037,2,7037,2,7038,2,7038,2,7038,2,7038,2,7038,2,7038,2,7039,2,7039,2,7039,2,7039,2,7039,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7040,2,7041,2,7041,2,7041,2,7041,2,7041,2,7041,2,7041,2,7043,2,7049,2,7059,2,7059,2,7070,2,7070,2,7070,2,7070,2,7071,2,7072,2,7072,2,7072,2,7072,2,7072,2,7073,2,7073,2,7073,2,7073,2,7073,2,7073,2,7073,2,7073,2
"Assessment and Surveillance","Nutrition in emergency","Anonymous 3445","2017-03-30","https://www.en-net.org/question/2870.aspx",7957,2,7957,2,7957,2,7957,2,7957,2,7957,2,7957,2,7958,2,7958,2,7958,2,7958,2,7958,2,7958,2,7958,2,7958,2,7958,2,7958,2,7958,2,7959,2,7959,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7960,2,7961,2,7961,2,7961,2,7961,2,7962,2,7962,2,7962,2,7962,2,7964,2,7970,2,7980,2,7980,2,7991,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2,7992,2
"Assessment and Surveillance","Nutrition prevalence measurement","AS","2016-02-04","https://www.en-net.org/question/2355.aspx",9149,5,9149,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9152,5,9153,5,9153,5,9153,5,9153,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9154,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9155,5,9157,5,9162,5,9172,5,9172,5,9182,5,9182,5,9183,5,9183,5,9183,5,9183,5,9183,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5,9184,5
"Assessment and Surveillance","Nutrition Program Coverage Thresholds","Damien Pereyra Ngono","2022-01-14","https://www.en-net.org/question/4469.aspx",3765,5,3766,5,3766,5,3766,5,3766,5,3766,5,3766,5,3766,5,3766,5,3766,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3767,5,3769,5,3769,5,3769,5,3769,5,3769,5,3769,5,3769,5,3769,5,3769,5,3771,5,3771,5,3771,5,3771,5,3771,5,3771,5,3771,5,3771,5,3771,5,3771,5,3772,5,3772,5,3772,5,3772,5,3772,5,3772,5,3773,5,3773,5,3773,5,3773,5,3773,5,3775,5,3783,5,3792,5,3792,5,3802,5,3802,5,3802,5,3802,5,3802,5,3802,5,3802,5,3802,5,3803,5,3804,5,3805,5,3805,5,3805,5,3805,5,3805,5,3805,5,3805,5,3805,5
"Assessment and Surveillance","Nutrition Sentinel Survey","benylali@yahoo.com","2014-11-12","https://www.en-net.org/question/1538.aspx",8929,1,8932,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8933,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8934,1,8935,1,8935,1,8935,1,8935,1,8935,1,8935,1,8935,1,8935,1,8935,1,8937,1,8937,1,8937,1,8939,1,8944,1,8955,1,8956,1,8966,1,8967,1,8967,1,8967,1,8967,1,8967,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1,8968,1
"Assessment and Surveillance","Nutrition Stabilization Center efficiency and referral system","Anonymous 2339","2017-02-23","https://www.en-net.org/question/2816.aspx",7308,1,7308,1,7309,1,7309,1,7309,1,7309,1,7309,1,7309,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7310,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7311,1,7313,1,7319,1,7329,1,7329,1,7339,1,7339,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1,7340,1
"Assessment and Surveillance","Nutrition survey analysis- Associations","Dr. Farah Ibrahim","2011-04-07","https://www.en-net.org/question/402.aspx",11777,13,11777,13,11777,13,11777,13,11777,13,11777,13,11777,13,11778,13,11778,13,11778,13,11778,13,11778,13,11778,13,11778,13,11778,13,11778,13,11779,13,11779,13,11779,13,11779,13,11779,13,11779,13,11779,13,11779,13,11779,13,11779,13,11780,13,11780,13,11781,13,11781,13,11781,13,11781,13,11782,13,11782,13,11782,13,11782,13,11782,13,11782,13,11782,13,11782,13,11783,13,11783,13,11783,13,11784,13,11784,13,11784,13,11784,13,11784,13,11784,13,11784,13,11784,13,11784,13,11784,13,11786,13,11791,13,11801,13,11801,13,11811,13,11811,13,11812,13,11812,13,11813,13,11813,13,11813,13,11813,13,11813,13,11813,13,11813,13,11813,13,11814,13,11814,13,11814,13,11814,13,11814,13,11814,13
"Assessment and Surveillance","Nutrition survey guidance in the context of COViD-19 - COVID-19","Carlos Grijalva-Eternod","2020-08-31","https://www.en-net.org/question/4071.aspx",4976,2,4976,2,4976,2,4976,2,4976,2,4976,2,4976,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4977,2,4978,2,4978,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4979,2,4980,2,4980,2,4980,2,4980,2,4980,2,4982,2,4988,2,4998,2,4998,2,5008,2,5008,2,5009,2,5009,2,5010,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2,5011,2
"Assessment and Surveillance","Nutritional causal analysis","Mark Myatt","2018-08-02","https://www.en-net.org/question/3407.aspx",6219,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6220,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6221,1,6222,1,6222,1,6222,1,6222,1,6222,1,6222,1,6222,1,6222,1,6222,1,6222,1,6224,1,6230,1,6240,1,6240,1,6250,1,6250,1,6250,1,6251,1,6251,1,6251,1,6252,1,6252,1,6252,1,6252,1,6253,1,6253,1,6253,1,6253,1,6253,1,6253,1,6253,1,6253,1
"Assessment and Surveillance","Nutritional indicator baseline/evaluation","Kris","2015-06-25","https://www.en-net.org/question/1805.aspx",8856,1,8857,1,8858,1,8858,1,8858,1,8858,1,8858,1,8859,1,8859,1,8859,1,8859,1,8859,1,8859,1,8859,1,8859,1,8859,1,8859,1,8860,1,8860,1,8860,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8861,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8862,1,8863,1,8863,1,8863,1,8863,1,8863,1,8863,1,8865,1,8870,1,8880,1,8880,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1,8890,1
"Assessment and Surveillance","nutritional indicators","Caroline André","2018-10-12","https://www.en-net.org/question/3471.aspx",5950,1,5952,1,5952,1,5952,1,5952,1,5952,1,5952,1,5952,1,5952,1,5952,1,5952,1,5953,1,5953,1,5953,1,5953,1,5953,1,5954,1,5954,1,5955,1,5955,1,5955,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5956,1,5957,1,5957,1,5957,1,5957,1,5957,1,5957,1,5957,1,5957,1,5957,1,5957,1,5959,1,5965,1,5975,1,5975,1,5985,1,5985,1,5985,1,5985,1,5985,1,5985,1,5985,1,5986,1,5986,1,5986,1,5986,1,5986,1,5986,1,5986,1,5987,1,5987,1,5987,1,5987,1
"Assessment and Surveillance","Nutritional status and vulnerability of older adults/older people (aged 50 +)","Mary Manandhar","2012-01-01","https://www.en-net.org/question/597.aspx",12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12679,10,12680,10,12681,10,12681,10,12681,10,12681,10,12681,10,12682,10,12682,10,12683,10,12683,10,12683,10,12686,10,12692,10,12702,10,12702,10,12712,10,12712,10,12712,10,12712,10,12714,10,12714,10,12715,10,12715,10,12715,10,12716,10,12716,10,12716,10,12716,10,12716,10,12716,10,12716,10,12716,10,12716,10
"Assessment and Surveillance","ODK Dietary Diversity Survey for Ethiopia","Kat Pittore","2019-03-05","https://www.en-net.org/question/3579.aspx",6065,2,6067,2,6067,2,6067,2,6067,2,6067,2,6067,2,6068,2,6068,2,6068,2,6068,2,6068,2,6068,2,6068,2,6068,2,6068,2,6068,2,6068,2,6069,2,6069,2,6069,2,6069,2,6069,2,6069,2,6069,2,6069,2,6069,2,6069,2,6069,2,6070,2,6070,2,6070,2,6070,2,6070,2,6070,2,6070,2,6071,2,6071,2,6071,2,6071,2,6071,2,6071,2,6071,2,6071,2,6072,2,6073,2,6073,2,6073,2,6073,2,6073,2,6073,2,6073,2,6073,2,6075,2,6081,2,6091,2,6091,2,6101,2,6101,2,6101,2,6101,2,6101,2,6101,2,6101,2,6102,2,6102,2,6102,2,6102,2,6102,2,6102,2,6102,2,6102,2,6102,2,6102,2,6102,2
"Assessment and Surveillance","Oedema","Njeri Waigwa","2013-04-17","https://www.en-net.org/question/1023.aspx",10322,2,10325,2,10325,2,10325,2,10325,2,10325,2,10325,2,10325,2,10325,2,10325,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10326,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10328,2,10330,2,10330,2,10330,2,10332,2,10332,2,10332,2,10332,2,10332,2,10332,2,10332,2,10333,2,10335,2,10340,2,10350,2,10350,2,10360,2,10361,2,10361,2,10362,2,10362,2,10362,2,10362,2,10362,2,10362,2,10362,2,10363,2,10363,2,10363,2,10363,2,10363,2,10363,2,10363,2,10363,2
"Assessment and Surveillance","Official Launch - Coverage Monitoring Network (CMN) Project","Saul Guerrero","2012-08-03","https://www.en-net.org/question/802.aspx",11648,1,11650,1,11650,1,11650,1,11650,1,11650,1,11650,1,11650,1,11650,1,11650,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11651,1,11652,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11653,1,11654,1,11654,1,11654,1,11656,1,11656,1,11656,1,11656,1,11656,1,11658,1,11663,1,11673,1,11673,1,11683,1,11683,1,11683,1,11683,1,11684,1,11684,1,11684,1,11685,1,11685,1,11685,1,11685,1,11685,1,11686,1,11686,1,11686,1,11686,1,11686,1,11687,1
"Assessment and Surveillance","Optifoods software","Martin Njoroge","2014-06-23","https://www.en-net.org/question/1400.aspx",9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9436,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9437,2,9438,2,9438,2,9440,2,9445,2,9455,2,9455,2,9465,2,9465,2,9466,2,9467,2,9467,2,9467,2,9467,2,9467,2,9467,2,9467,2,9467,2,9468,2,9468,2,9468,2,9468,2,9468,2,9468,2,9468,2
"Assessment and Surveillance","Participatory Review of Coverage Methodologies","Jose Luis Alvarez Moran","2014-06-25","https://www.en-net.org/question/1402.aspx",11416,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11418,0,11419,0,11419,0,11419,0,11419,0,11419,0,11419,0,11419,0,11419,0,11419,0,11419,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11420,0,11421,0,11421,0,11421,0,11421,0,11421,0,11421,0,11421,0,11423,0,11423,0,11423,0,11423,0,11423,0,11423,0,11423,0,11423,0,11423,0,11425,0,11430,0,11440,0,11440,0,11450,0,11450,0,11450,0,11450,0,11450,0,11450,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0,11451,0
"Assessment and Surveillance","PBM EN NÑOS: ¿brazo no dominante? / MUAC in children: non-dominant arm?","Spencer Rivadeneira","2019-07-13","https://www.en-net.org/question/3719.aspx",5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5467,2,5468,2,5468,2,5468,2,5468,2,5468,2,5468,2,5468,2,5468,2,5468,2,5469,2,5469,2,5469,2,5469,2,5469,2,5469,2,5469,2,5469,2,5469,2,5470,2,5470,2,5471,2,5473,2,5479,2,5489,2,5489,2,5500,2,5500,2,5500,2,5500,2,5500,2,5500,2,5500,2,5500,2,5500,2,5500,2,5501,2,5501,2,5501,2,5501,2,5501,2,5501,2,5501,2,5501,2
"Assessment and Surveillance","Performance of simplified MUAC classification devices with an improved design MUAC insertion tape","Mark Myatt","2018-02-22","https://www.en-net.org/question/3245.aspx",7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7018,2,7019,2,7019,2,7019,2,7019,2,7019,2,7019,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7020,2,7021,2,7021,2,7022,2,7022,2,7022,2,7022,2,7023,2,7023,2,7023,2,7023,2,7023,2,7023,2,7023,2,7023,2,7023,2,7023,2,7025,2,7031,2,7041,2,7041,2,7051,2,7051,2,7051,2,7051,2,7051,2,7051,2,7052,2,7052,2,7052,2,7053,2,7054,2,7055,2,7055,2,7055,2,7055,2,7055,2,7055,2,7056,2
