"Theme","Topic","Author","Posted","Link","Views_20231201_005346","Replies_20231201_005346","Views_20231201_020746","Replies_20231201_020746","Views_20231201_023921","Replies_20231201_023921","Views_20231201_031916","Replies_20231201_031916","Views_20231201_042145","Replies_20231201_042145","Views_20231201_051725","Replies_20231201_051725","Views_20231201_062257","Replies_20231201_062257","Views_20231201_071849","Replies_20231201_071849","Views_20231201_082203","Replies_20231201_082203","Views_20231201_091936","Replies_20231201_091936","Views_20231201_102008","Replies_20231201_102008","Views_20231201_111813","Replies_20231201_111813","Views_20231201_122638","Replies_20231201_122638","Views_20231201_132250","Replies_20231201_132250","Views_20231201_141813","Replies_20231201_141813","Views_20231201_151759","Replies_20231201_151759","Views_20231201_162045","Replies_20231201_162045","Views_20231201_171814","Replies_20231201_171814","Views_20231201_182041","Replies_20231201_182041","Views_20231201_191541","Replies_20231201_191541","Views_20231201_201756","Replies_20231201_201756","Views_20231201_211712","Replies_20231201_211712","Views_20231201_221856","Replies_20231201_221856","Views_20231201_231711","Replies_20231201_231711","Views_20231202_004924","Replies_20231202_004924","Views_20231202_015421","Replies_20231202_015421","Views_20231202_022644","Replies_20231202_022644","Views_20231202_031844","Replies_20231202_031844","Views_20231202_041848","Replies_20231202_041848","Views_20231202_051633","Replies_20231202_051633","Views_20231202_062042","Replies_20231202_062042","Views_20231202_071704","Replies_20231202_071704","Views_20231202_081839","Replies_20231202_081839","Views_20231202_091832","Replies_20231202_091832","Views_20231202_101840","Replies_20231202_101840","Views_20231202_111535","Replies_20231202_111535","Views_20231202_122316","Replies_20231202_122316","Views_20231202_131859","Replies_20231202_131859","Views_20231202_141859","Replies_20231202_141859","Views_20231202_151810","Replies_20231202_151810","Views_20231202_161812","Replies_20231202_161812","Views_20231202_171732","Replies_20231202_171732","Views_20231202_181923","Replies_20231202_181923","Views_20231202_191704","Replies_20231202_191704","Views_20231202_201744","Replies_20231202_201744","Views_20231202_211731","Replies_20231202_211731","Views_20231202_221656","Replies_20231202_221656","Views_20231202_231754","Replies_20231202_231754","Views_20231203_005048","Replies_20231203_005048","Views_20231203_020413","Replies_20231203_020413","Views_20231203_023343","Replies_20231203_023343","Views_20231203_031734","Replies_20231203_031734","Views_20231203_041859","Replies_20231203_041859","Views_20231203_051735","Replies_20231203_051735","Views_20231203_061948","Replies_20231203_061948","Views_20231203_071655","Replies_20231203_071655","Views_20231203_082103","Replies_20231203_082103","Views_20231203_091852","Replies_20231203_091852","Views_20231203_101651","Replies_20231203_101651","Views_20231203_111631","Replies_20231203_111631","Views_20231203_122349","Replies_20231203_122349","Views_20231203_131743","Replies_20231203_131743","Views_20231203_141642","Replies_20231203_141642","Views_20231203_151724","Replies_20231203_151724","Views_20231203_161907","Replies_20231203_161907","Views_20231203_171648","Replies_20231203_171648","Views_20231203_181818","Replies_20231203_181818","Views_20231203_191734","Replies_20231203_191734","Views_20231203_201920","Replies_20231203_201920","Views_20231203_211754","Replies_20231203_211754","Views_20231203_221828","Replies_20231203_221828","Views_20231203_231703","Replies_20231203_231703","Views_20231204_005054","Replies_20231204_005054","Views_20231204_020142","Replies_20231204_020142"
"Assessment and Surveillance","Precision of equipment to assess infants in surveys","Marie McGrath","2009-12-21","https://www.en-net.org/question/176.aspx",11921,5,11921,5,11921,5,11921,5,11921,5,11921,5,11921,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11922,5,11923,5,11923,5,11923,5,11924,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11925,5,11926,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11927,5,11928,5
"Assessment and Surveillance","Preference for combined GAM rate over GAM by MUAC or WHZ score","Anonymous_G_W_40","2022-03-21","https://www.en-net.org/question/4521.aspx",3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3102,5,3103,5,3103,5,3103,5,3103,5,3103,5,3103,5,3103,5,3103,5,3103,5,3103,5,3104,5,3104,5,3104,5,3104,5,3104,5,3104,5,3104,5,3105,5,3105,5,3105,5,3105,5,3105,5,3105,5,3105,5,3105,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5,3106,5
"Assessment and Surveillance","Prevalence and determinants of child malnutrition in Zimbabwe","Anonymous 38229","2020-11-20","https://www.en-net.org/question/4135.aspx",5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5233,2,5234,2,5234,2,5234,2
"Assessment and Surveillance","Prévalence de la malnutrition aigue selon 3 critères (Z-score Poids-Taille et / ou PB et / ou œdème)","Damien Pereyra Ngono","2017-11-16","https://www.en-net.org/question/3124.aspx",9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9283,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9284,6,9285,6,9285,6,9285,6,9285,6,9285,6,9285,6,9285,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9286,6,9287,6
"Assessment and Surveillance","Prevalence of Acute Malnutrition in PLW: When is it considered public health concern?","Tomas Z","2020-01-26","https://www.en-net.org/question/3837.aspx",6532,4,6532,4,6532,4,6532,4,6532,4,6532,4,6532,4,6532,4,6534,4,6534,4,6534,4,6534,4,6534,4,6535,4,6535,4,6535,4,6536,4,6536,4,6536,4,6536,4,6536,4,6536,4,6536,4,6536,4,6536,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4,6537,4
"Assessment and Surveillance","prevalence of malnutrition in pregnant and lactating mothers","Kiran Deshpande Shukla","2012-04-22","https://www.en-net.org/question/695.aspx",9614,1,9614,1,9614,1,9614,1,9614,1,9614,1,9614,1,9614,1,9615,1,9615,1,9615,1,9615,1,9615,1,9615,1,9615,1,9615,1,9615,1,9615,1,9615,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1,9616,1
"Assessment and Surveillance","prevalence of MAM AND SAM by MUAC","Anonymous 32967","2019-07-22","https://www.en-net.org/question/3721.aspx",6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6337,2,6338,2,6338,2,6338,2,6338,2,6338,2,6338,2,6338,2,6338,2,6338,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2,6339,2
"Assessment and Surveillance","PREVALENCE OF OBESITY AND OVERWEIGHT IN CHILDREN BETWEEN 9 TO 12 YEARS","Malambo Choobe","2017-02-07","https://www.en-net.org/question/2802.aspx",8737,4,8737,4,8737,4,8737,4,8737,4,8737,4,8737,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8738,4,8739,4,8739,4,8739,4,8739,4,8739,4,8739,4,8739,4,8739,4,8739,4,8740,4,8740,4,8740,4,8741,4,8741,4,8741,4,8741,4,8741,4,8741,4,8741,4,8741,4,8741,4,8741,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4,8742,4
"Assessment and Surveillance","Probable reasons for a significantly higher rates of acute malnutrition in boys than girls","Main M. Chowdhury","2015-05-13","https://www.en-net.org/question/1730.aspx",13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13213,13,13214,13,13214,13,13214,13,13214,13,13214,13,13214,13,13214,13,13214,13,13214,13,13214,13,13214,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13215,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13,13216,13
"Assessment and Surveillance","PROBIT estimator for GAM prevalence","Mark Myatt","2016-11-18","https://www.en-net.org/question/2741.aspx",8823,0,8823,0,8823,0,8823,0,8823,0,8823,0,8824,0,8824,0,8824,0,8824,0,8824,0,8824,0,8825,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8826,0,8827,0,8827,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8828,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0,8830,0
"Assessment and Surveillance","Procurement of MUAC tapes","Hatty","2017-04-12","https://www.en-net.org/question/2891.aspx",10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10377,12,10378,12,10378,12,10378,12,10378,12,10378,12,10379,12,10379,12,10379,12,10379,12,10380,12,10380,12,10380,12,10380,12,10380,12,10380,12,10381,12,10381,12,10381,12,10381,12,10381,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12,10382,12
"Assessment and Surveillance","producing HAZ distribution","Theo Dusingizimana","2018-06-15","https://www.en-net.org/question/3353.aspx",7194,1,7194,1,7194,1,7194,1,7194,1,7194,1,7194,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1,7195,1
"Assessment and Surveillance","Programmation de calculatrice Poids / Hauteur","Tammam Ali Mohammed Ahmed","2017-10-07","https://www.en-net.org/question/3079.aspx",8389,1,8389,1,8389,1,8389,1,8389,1,8389,1,8389,1,8389,1,8389,1,8390,1,8391,1,8391,1,8391,1,8392,1,8392,1,8392,1,8392,1,8392,1,8392,1,8392,1,8393,1,8393,1,8393,1,8393,1,8393,1,8394,1,8394,1,8394,1,8394,1,8394,1,8396,1,8396,1,8397,1,8397,1,8397,1,8397,1,8397,1,8397,1,8397,1,8397,1,8397,1,8397,1,8397,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1,8399,1
"Assessment and Surveillance","Proportion of SAM - oedema","Anonymous 24408","2018-06-28","https://www.en-net.org/question/3370.aspx",8210,4,8210,4,8210,4,8210,4,8210,4,8210,4,8210,4,8210,4,8210,4,8211,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8213,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8214,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4,8215,4
"Assessment and Surveillance","Prospective or retrospective MUAC study","Jeff Matenda","2011-01-27","https://www.en-net.org/question/335.aspx",11629,7,11629,7,11629,7,11629,7,11629,7,11629,7,11629,7,11629,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11630,7,11631,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11632,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7,11633,7
"Assessment and Surveillance","Publication of Nutrition and Mortality Survey","Anonymous 3757","2016-11-01","https://www.en-net.org/question/2708.aspx",9275,4,9275,4,9275,4,9275,4,9276,4,9277,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9278,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4,9279,4
"Assessment and Surveillance","Qualitative stage 1(SQUEAC) for both OTP and SFP","Mutegi K","2014-03-26","https://www.en-net.org/question/1317.aspx",12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12844,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12845,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5,12846,5
"Assessment and Surveillance","Questionnaire on COVID's impact on nutrition and food security - COVID-19","Fabian","2021-03-02","https://www.en-net.org/question/4218.aspx",7033,5,7033,5,7033,5,7033,5,7033,5,7033,5,7033,5,7033,5,7033,5,7035,5,7035,5,7035,5,7035,5,7035,5,7035,5,7035,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7036,5,7037,5,7039,5
"Assessment and Surveillance","Quick and (not) dirty","Anonymous 432","2010-09-24","https://www.en-net.org/question/269.aspx",11752,5,11752,5,11752,5,11752,5,11752,5,11752,5,11752,5,11752,5,11752,5,11752,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11753,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5,11754,5
"Assessment and Surveillance","Random sampling without a proper map","Jenny Dörnemann","2011-05-19","https://www.en-net.org/question/435.aspx",12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12726,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12727,5,12728,5,12728,5,12728,5,12728,5,12728,5,12728,5,12728,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5,12729,5
"Assessment and Surveillance","Rapid MUAC Screening for Nutrition Assessment Purposes","Leah Richardson","2016-04-21","https://www.en-net.org/question/2465.aspx",11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11310,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11311,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4,11312,4
"Assessment and Surveillance","Rate of weight gain in Infants and Under 5","Charulatha Banerjee","2013-02-23","https://www.en-net.org/question/978.aspx",9599,2,9599,2,9599,2,9599,2,9599,2,9599,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2,9600,2
"Assessment and Surveillance","Ratio of severe:moderate wasting and ratio of severe:moderate stunting","Anonymous 402","2015-02-28","https://www.en-net.org/question/1637.aspx",9939,2,9940,2,9940,2,9940,2,9941,2,9941,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9942,2,9943,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2,9944,2
"Assessment and Surveillance","Real and theoretical coverage of a nutrition program","Abdul","2019-10-10","https://www.en-net.org/question/3776.aspx",10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10439,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3,10440,3
"Assessment and Surveillance","REASON FOR GREAT REDUCTION OF STUNTING WITHIN A YEAR","Stanley Macharia","2015-06-15","https://www.en-net.org/question/1780.aspx",10093,10,10093,10,10093,10,10093,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10094,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10095,10,10097,10,10097,10,10097,10,10098,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10,10099,10
"Assessment and Surveillance","Recommended sample size for rapid nutrition assessments/surveys including 0-59 m and for PLW","Montse Escruela i Cabrera","2021-05-24","https://www.en-net.org/question/4307.aspx",7310,6,7310,6,7310,6,7310,6,7310,6,7310,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7312,6,7313,6,7313,6,7313,6,7313,6,7313,6,7313,6,7313,6,7313,6,7313,6,7314,6,7314,6,7314,6,7314,6,7314,6,7314,6,7314,6,7314,6,7314,6,7314,6,7315,6,7316,6,7316,6,7316,6,7316,6,7318,6,7319,6,7319,6,7319,6,7319,6,7319,6,7319,6,7319,6,7319,6,7319,6,7319,6,7319,6,7320,6,7320,6,7320,6,7321,6,7321,6,7321,6,7321,6,7321,6,7321,6,7321,6,7321,6,7321,6,7321,6
"Assessment and Surveillance","Recovering case","Freddy H.","2012-09-18","https://www.en-net.org/question/846.aspx",13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13672,11,13673,11,13673,11,13673,11,13673,11,13673,11,13673,11,13673,11,13673,11,13673,11,13673,11,13674,11,13674,11,13674,11,13674,11,13674,11,13675,11,13675,11,13675,11,13675,11,13675,11,13675,11,13675,11,13675,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11,13676,11
"Assessment and Surveillance","Recovering cases in coverage calculation","Blessing Mureverwi","2017-04-19","https://www.en-net.org/question/2895.aspx",11738,8,11738,8,11738,8,11738,8,11738,8,11738,8,11738,8,11739,8,11739,8,11739,8,11739,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11740,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11741,8,11742,8,11742,8,11742,8,11742,8,11742,8,11742,8
