"Theme","Topic","Author","Posted","Link","Views_2020-12-27_10:19:49","Replies_2020-12-27_10:19:49","Views_2020-12-27_11:16:42","Replies_2020-12-27_11:16:42","Views_2020-12-27_12:17:51","Replies_2020-12-27_12:17:51","Views_2020-12-27_13:25:50","Replies_2020-12-27_13:25:50","Views_2020-12-27_14:14:43","Replies_2020-12-27_14:14:43","Views_2020-12-27_15:13:40","Replies_2020-12-27_15:13:40","Views_2020-12-27_17:44:50","Replies_2020-12-27_17:44:50","Views_2020-12-27_18:28:35","Replies_2020-12-27_18:28:35","Views_2020-12-27_19:25:09","Replies_2020-12-27_19:25:09","Views_2020-12-27_20:14:17","Replies_2020-12-27_20:14:17","Views_2020-12-27_21:12:58","Replies_2020-12-27_21:12:58","Views_2020-12-27_22:17:09","Replies_2020-12-27_22:17:09","Views_2020-12-27_23:22:45","Replies_2020-12-27_23:22:45"
"Assessment and Surveillance","Converting WHO reference median to z-scores","Bindi Borg","2019-04-03","https://www.en-net.org/question/3610.aspx",1670,5,1670,5,1670,5,1670,5,1670,5,1670,5,1671,5,1671,5,1671,5,1671,5,1672,5,1672,5,1672,5
"Assessment and Surveillance","Sampling households from a community","Anonymous 31952","2019-03-24","https://www.en-net.org/question/3605.aspx",1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3,1423,3
"Assessment and Surveillance","Concurrent wasting and stunting among under‐five children","Mark Myatt","2019-03-20","https://www.en-net.org/question/3601.aspx",1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0,1586,0
"Assessment and Surveillance","ENA calculation of GAM rate","Anonymous 3190","2019-03-08","https://www.en-net.org/question/3587.aspx",1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0,1404,0
"Assessment and Surveillance","ODK Dietary Diversity Survey for Ethiopia","Kat Pittore","2019-03-05","https://www.en-net.org/question/3579.aspx",1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2,1508,2
"Assessment and Surveillance","5 Years project in one district. What is the time to say ""No Intervention""?","Tammam Ahmed","2019-03-03","https://www.en-net.org/question/3578.aspx",1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0,1345,0
"Assessment and Surveillance","How to convert DHS under five mortality rate to SMART under 5 mortality estimate?","Anonymous 29900","2019-02-22","https://www.en-net.org/question/3569.aspx",2124,5,2124,5,2124,5,2124,5,2124,5,2124,5,2124,5,2124,5,2124,5,2125,5,2125,5,2125,5,2125,5
"Assessment and Surveillance","Reporting Maternal Mortality Rate per day and seconds","Anonymous 31865","2019-02-11","https://www.en-net.org/question/3562.aspx",1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4,1785,4
"Assessment and Surveillance","Wide confidence interval SAM","Anonymous 24408","2019-02-07","https://www.en-net.org/question/3557.aspx",2052,11,2052,11,2052,11,2052,11,2052,11,2052,11,2053,11,2053,11,2053,11,2053,11,2053,11,2053,11,2053,11
"Assessment and Surveillance","‘Emergency threshold for SAM’ - YES or NO","Mija Ververs","2019-02-07","https://www.en-net.org/question/3556.aspx",2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6,2919,6
"Assessment and Surveillance","MUAC FOR AGE CALCULATOR","MALEBOGO ELUYA","2019-02-03","https://www.en-net.org/question/3549.aspx",4819,9,4819,9,4819,9,4819,9,4819,9,4819,9,4819,9,4819,9,4819,9,4820,9,4820,9,4820,9,4820,9
"Assessment and Surveillance","Hospital based assessment of nutrition","Anonymous 8821","2019-01-30","https://www.en-net.org/question/3542.aspx",1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6,1465,6
"Assessment and Surveillance","Expert opinion on excess death count.","Anonymous 29900","2019-01-03","https://www.en-net.org/question/3522.aspx",1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2,1372,2
"Assessment and Surveillance","When can we use BMI for lactating women again?","Mija Ververs","2018-12-13","https://www.en-net.org/question/3512.aspx",1933,10,1933,10,1933,10,1933,10,1933,10,1933,10,1934,10,1934,10,1934,10,1934,10,1934,10,1934,10,1934,10
"Assessment and Surveillance","How to interpret expected death count?","Anonymous 29900","2018-12-12","https://www.en-net.org/question/3510.aspx",1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10,1789,10
"Assessment and Surveillance","The Family MUAC Approach","State of Acute Malnutrition","2018-12-06","https://www.en-net.org/question/3506.aspx",3157,6,3158,6,3158,6,3158,6,3158,6,3158,6,3158,6,3158,6,3158,6,3158,6,3158,6,3159,6,3159,6
"Assessment and Surveillance","New article : MUAC with WHZ or MUAC with WAZ - Which is better?","Mark Myatt","2018-12-03","https://www.en-net.org/question/3503.aspx",42298,3,42310,3,42315,3,42320,3,42323,3,42326,3,42334,3,42334,3,42339,3,42341,3,42341,3,42344,3,42348,3
"Assessment and Surveillance","Minimum sample size sufficient for IYCF indicators","Adama","2018-11-26","https://www.en-net.org/question/3499.aspx",1746,4,1746,4,1746,4,1746,4,1746,4,1746,4,1746,4,1746,4,1747,4,1747,4,1747,4,1747,4,1747,4
"Assessment and Surveillance","New article on concurrent wasting and stunting","Mark Myatt","2018-11-26","https://www.en-net.org/question/3498.aspx",2607,2,2607,2,2607,2,2607,2,2607,2,2607,2,2608,2,2608,2,2608,2,2608,2,2608,2,2608,2,2608,2
"Assessment and Surveillance","How to calculate the burden of SAM knowing the incidence","Abdul","2018-11-23","https://www.en-net.org/question/3496.aspx",2122,3,2122,3,2122,3,2122,3,2123,3,2123,3,2123,3,2123,3,2123,3,2123,3,2123,3,2123,3,2123,3
"Assessment and Surveillance","Weighted analysis of SMART survey data","Adama","2018-11-16","https://www.en-net.org/question/3491.aspx",1444,3,1444,3,1444,3,1444,3,1444,3,1444,3,1444,3,1444,3,1445,3,1445,3,1445,3,1445,3,1445,3
"Assessment and Surveillance","Automatic WHZ calculation in excel database","Niederberger, Nicole","2018-10-29","https://www.en-net.org/question/3482.aspx",2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6,2754,6
"Assessment and Surveillance","nutritional indicators","Caroline André","2018-10-12","https://www.en-net.org/question/3471.aspx",1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1,1691,1
"Assessment and Surveillance","MUAC in adolescents","Anonymous 8821","2018-09-27","https://www.en-net.org/question/3456.aspx",1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1
"Assessment and Surveillance","Tailored support currently available on Assessments from the Tech RRT!","Andi Kendle","2018-08-30","https://www.en-net.org/question/3431.aspx",1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0,1455,0
"Assessment and Surveillance","Updates on use of MUAC in adults","Sharon Cox","2018-08-16","https://www.en-net.org/question/3421.aspx",2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3,2021,3
"Assessment and Surveillance","formula to calculate the number of beneficiaries?","Anonymous 26359","2018-08-15","https://www.en-net.org/question/3420.aspx",4539,7,4539,7,4539,7,4539,7,4539,7,4539,7,4540,7,4540,7,4540,7,4540,7,4540,7,4540,7,4540,7
"Assessment and Surveillance","visible wasting","A Beckingham","2018-08-08","https://www.en-net.org/question/3415.aspx",1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1,1757,1
"Assessment and Surveillance","Nutritional causal analysis","Mark Myatt","2018-08-02","https://www.en-net.org/question/3407.aspx",2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1,2067,1
"Assessment and Surveillance","Sampling survey KAP","Zola","2018-08-02","https://www.en-net.org/question/3406.aspx",1836,1,1836,1,1836,1,1836,1,1836,1,1836,1,1836,1,1836,1,1836,1,1836,1,1836,1,1837,1,1837,1
"Assessment and Surveillance","Descriptive epidemiology of multiple anthropometric deficits","Mark Myatt","2018-07-16","https://www.en-net.org/question/3385.aspx",2151,2,2151,2,2151,2,2151,2,2151,2,2151,2,2151,2,2151,2,2151,2,2152,2,2152,2,2152,2,2152,2
"Assessment and Surveillance","Proportion of SAM - oedema","Anonymous 24408","2018-06-28","https://www.en-net.org/question/3370.aspx",2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4,2388,4
"Assessment and Surveillance","SAM higher than MAM?","Suzanne Fuhrman","2018-06-27","https://www.en-net.org/question/3368.aspx",1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2,1995,2
"Assessment and Surveillance","producing HAZ distribution","Anonymous 12561","2018-06-15","https://www.en-net.org/question/3353.aspx",1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1,1819,1
"Assessment and Surveillance","Estimating weight from height and MUAC","Mark Myatt","2018-06-08","https://www.en-net.org/question/3350.aspx",2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4,2201,4
"Assessment and Surveillance","Training materials needed","Anonymous 2548","2018-06-01","https://www.en-net.org/question/3337.aspx",1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0,1889,0
"Assessment and Surveillance","Training Need Assessment (TNA) tool on Nutrition in Emergency","Anonymous 2710","2018-05-16","https://www.en-net.org/question/3320.aspx",3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11,3021,11
"Assessment and Surveillance","What is the sampling procedure for a micronutrient survey within the S3M survey?","Durria Osman","2018-05-01","https://www.en-net.org/question/3304.aspx",2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3,2662,3
"Assessment and Surveillance","Epi Info Syntax","Anonymous 360","2018-04-09","https://www.en-net.org/question/3279.aspx",2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0,2064,0
"Assessment and Surveillance","Calculating Z-scores with ENA or WHO macro","Bindi Borg","2018-04-04","https://www.en-net.org/question/3276.aspx",4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3,4552,3
"Assessment and Surveillance","Looking for (a) reference/s about acute malnutrition prevalence by age group in the under fives","Victoria Sibson","2018-04-04","https://www.en-net.org/question/3275.aspx",2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0,2250,0
"Assessment and Surveillance","Nutrition Data - Tanzania","Nicki Connell","2018-03-29","https://www.en-net.org/question/3274.aspx",2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2,2748,2
"Assessment and Surveillance","Height-for-age assessment - min and max","Diana","2018-03-10","https://www.en-net.org/question/3259.aspx",3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6,3194,6
"Assessment and Surveillance","Estimating weight from height and MUAC (critically injured children)","Mark Myatt","2018-02-28","https://www.en-net.org/question/3254.aspx",2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2,2928,2
"Assessment and Surveillance","Performance of simplified MUAC classification devices with an improved design MUAC insertion tape","Mark Myatt","2018-02-22","https://www.en-net.org/question/3245.aspx",2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2,2554,2
"Assessment and Surveillance","feeding practices indicators for over 2 years old children","Nick","2018-02-21","https://www.en-net.org/question/3240.aspx",3059,2,3059,2,3059,2,3059,2,3059,2,3060,2,3060,2,3060,2,3060,2,3060,2,3060,2,3060,2,3060,2
"Assessment and Surveillance","Study Protocol","Anonymous 2548","2017-12-28","https://www.en-net.org/question/3178.aspx",3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0,3055,0
"Assessment and Surveillance","Enquête CAP","Everlyn Matiri","2017-12-05","https://www.en-net.org/question/3161.aspx",3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2,3449,2
"Assessment and Surveillance","Malnutrition / ration de risque d'être mal nourri","Haitham shukfa","2017-12-02","https://www.en-net.org/question/3158.aspx",3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3,3371,3
"Assessment and Surveillance","Contributions demandées: Plan de suivi et d'apprentissage de la stratégie multisectorielle de nutrition de l'USAID","Anonymous 18528","2017-11-30","https://www.en-net.org/question/3156.aspx",2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0,2706,0
"Assessment and Surveillance","Détermination de la taille de l'échantillon","Anonymous 2548","2017-11-27","https://www.en-net.org/question/3150.aspx",3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3425,2,3426,2
"Assessment and Surveillance","Prévalence de la malnutrition aigue selon 3 critères (Z-score Poids-Taille et / ou PB et / ou œdème)","Damien Pereyra","2017-11-16","https://www.en-net.org/question/3124.aspx",3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6,3616,6
"Assessment and Surveillance","Tableau de l'OMS pour les enfants de moins de cinq ans","Anonymous 2391","2017-11-16","https://www.en-net.org/question/3123.aspx",3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2,3413,2
"Assessment and Surveillance","Évaluation des points de référence de circonférence du cou pour la dénutrition.","Akash Mallick","2017-11-10","https://www.en-net.org/question/3116.aspx",2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1,2024,1
"Assessment and Surveillance","Ajustement de l'hémoglobine","Anonymous 12561","2017-11-07","https://www.en-net.org/question/3107.aspx",3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3,3320,3
"Assessment and Surveillance","LINK NCA Analysts (researchers)","Anonymous 9558","2017-10-09","https://www.en-net.org/question/3080.aspx",3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0,3384,0
"Assessment and Surveillance","Programmation de calculatrice Poids / Hauteur","Tammam Ahmed","2017-10-07","https://www.en-net.org/question/3079.aspx",3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1,3304,1
"Assessment and Surveillance","Modèle pour la production de systèmes de mesures de longueur en bois","Indi Trehan","2017-10-05","https://www.en-net.org/question/3074.aspx",3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5,3809,5
"Assessment and Surveillance","Évaluation de la malnutrition aiguë chez les adolescents","Anonymous 502","2017-10-03","https://www.en-net.org/question/3073.aspx",3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2,3400,2
"Assessment and Surveillance","Amélioration de la classification IPC (Integrated Phase Classification) par l'utilisation de logiciels et d'outils analytiques de données modernes","Anonymous 15064","2017-09-27","https://www.en-net.org/question/3071.aspx",3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1,3195,1
"Assessment and Surveillance","Possibilités accrues pour le soutien de Tech RRT aux organisations individuelles","Andi Kendle","2017-09-25","https://www.en-net.org/question/3065.aspx",3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0,3114,0
"Assessment and Surveillance","Base de données / logiciel","Anonymous 1578","2017-09-24","https://www.en-net.org/question/3063.aspx",3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3,3076,3
"Assessment and Surveillance","Logiciel d'analyse de données qualitatives (Freeware)","Tomas Zaba","2017-09-23","https://www.en-net.org/question/3060.aspx",4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6,4151,6
"Assessment and Surveillance","Calcul des proportions de couverture","Anonymous 14628","2017-09-21","https://www.en-net.org/question/3058.aspx",3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2,3631,2
"Assessment and Surveillance","Évaluation d'un outil valide","Anonymous 2548","2017-09-03","https://www.en-net.org/question/3041.aspx",3505,2,3505,2,3505,2,3505,2,3505,2,3505,2,3505,2,3505,2,3506,2,3506,2,3506,2,3506,2,3506,2
"Assessment and Surveillance","Sample size determination","Anonymous 12561","2017-08-17","https://www.en-net.org/question/3031.aspx",3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3,3778,3
"Assessment and Surveillance","""Reduction of GAM rate by 5%"" you have the baseline SMART but don't have the End-line SMART, how to proceed?","Tammam Ahmed","2017-08-03","https://www.en-net.org/question/3013.aspx",3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2,3582,2
"Assessment and Surveillance","Anthropometric data of children 6-24 from Africa using Stata","Hyun Ju Lee","2017-08-02","https://www.en-net.org/question/3011.aspx",6326,7,6326,7,6326,7,6326,7,6326,7,6326,7,6326,7,6326,7,6327,7,6327,7,6327,7,6327,7,6327,7
"Assessment and Surveillance","Logistic Regression with SPSS","Diallo zakaria","2017-07-24","https://www.en-net.org/question/2998.aspx",4557,5,4557,5,4557,5,4557,5,4557,5,4558,5,4558,5,4558,5,4558,5,4558,5,4558,5,4558,5,4558,5
"Assessment and Surveillance","SMART Survey 2103 de Djibouti","Anonymous 3649","2017-07-18","https://www.en-net.org/question/2995.aspx",2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0,2885,0
"Assessment and Surveillance","Cost of a SMART survey","Marie McGrath","2017-06-16","https://www.en-net.org/question/2963.aspx",4658,4,4658,4,4659,4,4659,4,4659,4,4659,4,4659,4,4659,4,4659,4,4659,4,4659,4,4659,4,4659,4
"Assessment and Surveillance","Database of all SMART surveys","Mija Ververs","2017-06-13","https://www.en-net.org/question/2960.aspx",4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6,4064,6
"Assessment and Surveillance","ENA software","Diallo zakaria","2017-06-05","https://www.en-net.org/question/2950.aspx",6848,9,6848,9,6848,9,6848,9,6848,9,6848,9,6849,9,6849,9,6849,9,6849,9,6850,9,6850,9,6850,9
"Assessment and Surveillance","Calculate acute malnutrition using SPSS","Aschalew Kassahun","2017-05-08","https://www.en-net.org/question/2917.aspx",4071,2,4071,2,4072,2,4072,2,4072,2,4072,2,4072,2,4072,2,4072,2,4072,2,4072,2,4072,2,4072,2
"Assessment and Surveillance","Diagnosing Severe Acute Malnutrition using MUAC in under 6 months","Martha","2017-04-28","https://www.en-net.org/question/2909.aspx",3919,4,3919,4,3919,4,3919,4,3919,4,3919,4,3920,4,3921,4,3921,4,3921,4,3921,4,3921,4,3921,4
"Assessment and Surveillance","Guidance on reporting of MUAC screening data","Megan","2017-04-26","https://www.en-net.org/question/2906.aspx",3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0,3241,0
"Assessment and Surveillance","Procurement of MUAC tapes","Hatty Barthorp","2017-04-12","https://www.en-net.org/question/2891.aspx",4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5,4192,5
"Assessment and Surveillance","How to convert the Harvard standards to NCHS/WHO","Bill Kinsey","2017-04-10","https://www.en-net.org/question/2888.aspx",4057,1,4057,1,4057,1,4057,1,4057,1,4057,1,4059,1,4059,1,4059,1,4059,1,4059,1,4059,1,4059,1
"Assessment and Surveillance","Nutrition in emergency","Anonymous 3445","2017-03-30","https://www.en-net.org/question/2870.aspx",3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2,3658,2
"Assessment and Surveillance","Compare results of a LQAS and the results of a IBBS","wognin","2017-03-03","https://www.en-net.org/question/2828.aspx",3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6,3504,6
"Assessment and Surveillance","Nutrition Stabilization Center efficiency and referral system","Anonymous 2339","2017-02-23","https://www.en-net.org/question/2816.aspx",3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1,3081,1
"Assessment and Surveillance","Cost benefit methodologies and examples - Recommendations for TSF, BSFP, and Emergency Recuperation Ration","Anonymous 3677","2017-02-16","https://www.en-net.org/question/2808.aspx",4324,6,4324,6,4324,6,4324,6,4324,6,4324,6,4324,6,4324,6,4324,6,4324,6,4325,6,4325,6,4325,6
"Assessment and Surveillance","PREVALENCE OF OBESITY AND OVERWEIGHT IN CHILDREN BETWEEN 9 TO 12 YEARS","Malambo Choobe","2017-02-07","https://www.en-net.org/question/2802.aspx",3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4,3690,4
"Assessment and Surveillance","Default rates in Dadaab Refugee","Alexander","2017-01-26","https://www.en-net.org/question/2790.aspx",4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6,4039,6
"Assessment and Surveillance","Estimating CMAM caseload - New article","Mark Myatt","2017-01-26","https://www.en-net.org/question/2789.aspx",13771,1,13771,1,13771,1,13771,1,13771,1,13771,1,13771,1,13771,1,13772,1,13772,1,13772,1,13772,1,13772,1
"Assessment and Surveillance","Higher Prevalence of Under-nutrition in Boys than Girls?","Anonymous 3258","2017-01-02","https://www.en-net.org/question/2773.aspx",4079,2,4079,2,4079,2,4079,2,4079,2,4079,2,4079,2,4079,2,4079,2,4079,2,4080,2,4080,2,4080,2
"Assessment and Surveillance","What does it mean?","Tammam Ahmed","2016-12-19","https://www.en-net.org/question/2768.aspx",3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0,3700,0
"Assessment and Surveillance","Need Diet/ Menu Analysis Web-Based Program Recommendations","Emily DeLacey","2016-12-06","https://www.en-net.org/question/2757.aspx",3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1,3919,1
"Assessment and Surveillance","Urban refugees (Nairobi) nutritional status?","Erin Boyd","2016-12-02","https://www.en-net.org/question/2755.aspx",3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1,3484,1
"Assessment and Surveillance","MUAC pregnant and lactating women, reference for public health concern","Elisa Pozzi","2016-11-25","https://www.en-net.org/question/2745.aspx",4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2,4110,2
"Assessment and Surveillance","PROBIT estimator for GAM prevalence","Mark Myatt","2016-11-18","https://www.en-net.org/question/2741.aspx",3855,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0,3856,0
"Assessment and Surveillance","What can be used as a standard for a Nutritional Need assesment of Children living with HIV","Seunfunmi","2016-11-12","https://www.en-net.org/question/2737.aspx",3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0,3694,0
"Assessment and Surveillance","Document  showing prevalence of Near SAM cases","Martin Parreno","2016-11-06","https://www.en-net.org/question/2717.aspx",3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0,3478,0
"Assessment and Surveillance","Publication of Nutrition and Mortality Survey","Anonymous 3757","2016-11-01","https://www.en-net.org/question/2708.aspx",4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4,4050,4
"Assessment and Surveillance","Age Ratio Check in SMART","Anonymous 3991","2016-10-24","https://www.en-net.org/question/2695.aspx",4742,10,4742,10,4743,10,4743,10,4743,10,4743,10,4743,10,4743,10,4743,10,4743,10,4743,10,4743,10,4743,10
"Assessment and Surveillance","MUAC Z-score for estimating GAM","Anonymous 3991","2016-10-15","https://www.en-net.org/question/2683.aspx",3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1,3881,1
"Assessment and Surveillance","Calculation of MUAC Z Scores (Age)","Anonymous 3991","2016-10-13","https://www.en-net.org/question/2681.aspx",9301,8,9301,8,9302,8,9302,8,9302,8,9302,8,9302,8,9302,8,9302,8,9302,8,9303,8,9303,8,9303,8
"Assessment and Surveillance","SMART survey","Anonymous 3108","2016-10-04","https://www.en-net.org/question/2672.aspx",3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1,3823,1
"Assessment and Surveillance","Portable length/height measuring board","Anonymous 3211","2016-09-07","https://www.en-net.org/question/2625.aspx",5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9,5240,9
"Assessment and Surveillance","Estimating 'actual' population figure in a mobile pastoralist community","Anonymous 680","2016-08-30","https://www.en-net.org/question/2610.aspx",3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0,3738,0
"Assessment and Surveillance","Sampling","Anonymous 3849","2016-08-26","https://www.en-net.org/question/2608.aspx",4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5,4519,5
"Assessment and Surveillance","What is the cut off point for child bearing age women to decide acute malnutrition based on MUAC?","Anonymous 1310","2016-08-24","https://www.en-net.org/question/2605.aspx",5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3,5243,3
"Assessment and Surveillance","Maternal MUAC identification of at risk women","sanjeev pratap rao","2016-08-17","https://www.en-net.org/question/2598.aspx",4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2,4084,2
"Assessment and Surveillance","Weight and MUAC and height","Mark Myatt","2016-08-17","https://www.en-net.org/question/2597.aspx",4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2,4556,2
