"Theme","Topic","Author","Posted","Link","Views_20230301_005654","Replies_20230301_005654","Views_20230301_023313","Replies_20230301_023313","Views_20230301_032819","Replies_20230301_032819","Views_20230301_041552","Replies_20230301_041552","Views_20230301_051329","Replies_20230301_051329","Views_20230301_061731","Replies_20230301_061731","Views_20230301_071344","Replies_20230301_071344","Views_20230301_081711","Replies_20230301_081711","Views_20230301_091458","Replies_20230301_091458","Views_20230301_101525","Replies_20230301_101525","Views_20230301_111252","Replies_20230301_111252","Views_20230301_122239","Replies_20230301_122239","Views_20230301_132453","Replies_20230301_132453","Views_20230301_141324","Replies_20230301_141324","Views_20230301_151424","Replies_20230301_151424","Views_20230301_161707","Replies_20230301_161707","Views_20230301_171332","Replies_20230301_171332","Views_20230301_181607","Replies_20230301_181607","Views_20230301_191217","Replies_20230301_191217","Views_20230301_201509","Replies_20230301_201509","Views_20230301_211303","Replies_20230301_211303","Views_20230301_221303","Replies_20230301_221303","Views_20230301_231429","Replies_20230301_231429","Views_20230302_005646","Replies_20230302_005646","Views_20230302_022810","Replies_20230302_022810","Views_20230302_032318","Replies_20230302_032318","Views_20230302_041601","Replies_20230302_041601","Views_20230302_051332","Replies_20230302_051332","Views_20230302_061643","Replies_20230302_061643","Views_20230302_071331","Replies_20230302_071331","Views_20230302_081701","Replies_20230302_081701","Views_20230302_091422","Replies_20230302_091422","Views_20230302_101516","Replies_20230302_101516","Views_20230302_111236","Replies_20230302_111236","Views_20230302_122106","Replies_20230302_122106","Views_20230302_132401","Replies_20230302_132401","Views_20230302_141342","Replies_20230302_141342","Views_20230302_151456","Replies_20230302_151456","Views_20230302_161657","Replies_20230302_161657","Views_20230302_171329","Replies_20230302_171329","Views_20230302_181652","Replies_20230302_181652","Views_20230302_191226","Replies_20230302_191226","Views_20230302_201448","Replies_20230302_201448","Views_20230302_211338","Replies_20230302_211338","Views_20230302_221257","Replies_20230302_221257","Views_20230302_231439","Replies_20230302_231439","Views_20230303_024309","Replies_20230303_024309","Views_20230303_042946","Replies_20230303_042946","Views_20230303_051831","Replies_20230303_051831","Views_20230303_061634","Replies_20230303_061634","Views_20230303_071323","Replies_20230303_071323","Views_20230303_081630","Replies_20230303_081630","Views_20230303_091411","Replies_20230303_091411","Views_20230303_101438","Replies_20230303_101438","Views_20230303_111206","Replies_20230303_111206","Views_20230303_122105","Replies_20230303_122105","Views_20230303_132234","Replies_20230303_132234","Views_20230303_141327","Replies_20230303_141327","Views_20230303_151412","Replies_20230303_151412","Views_20230303_161616","Replies_20230303_161616","Views_20230303_171255","Replies_20230303_171255","Views_20230303_181604","Replies_20230303_181604","Views_20230303_191216","Replies_20230303_191216","Views_20230303_201438","Replies_20230303_201438","Views_20230303_211135","Replies_20230303_211135","Views_20230303_221329","Replies_20230303_221329","Views_20230303_231355","Replies_20230303_231355","Views_20230304_004847","Replies_20230304_004847","Views_20230304_021856","Replies_20230304_021856","Views_20230304_031517","Replies_20230304_031517","Views_20230304_041524","Replies_20230304_041524","Views_20230304_051325","Replies_20230304_051325","Views_20230304_061524","Replies_20230304_061524","Views_20230304_071259","Replies_20230304_071259","Views_20230304_081553","Replies_20230304_081553","Views_20230304_091307","Replies_20230304_091307","Views_20230304_101322","Replies_20230304_101322","Views_20230304_111220","Replies_20230304_111220","Views_20230304_121940","Replies_20230304_121940","Views_20230304_131846","Replies_20230304_131846","Views_20230304_141244","Replies_20230304_141244","Views_20230304_151241","Replies_20230304_151241","Views_20230304_161456","Replies_20230304_161456","Views_20230304_171140","Replies_20230304_171140","Views_20230304_181455","Replies_20230304_181455","Views_20230304_191137","Replies_20230304_191137","Views_20230304_201325","Replies_20230304_201325"
"Assessment and Surveillance","What is the meaning of Z-test and P value in SQUEAC estimate calculator?","Anonymous 1310","2014-10-06","https://www.en-net.org/question/1498.aspx",12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12634,1,12635,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12636,1,12637,1,12638,1,12638,1,12638,1
"Assessment and Surveillance","What is the reason the index of dispersion and its test vary in the ENA 'Results Antropometry' page and in the plausibility test","Melaku Begashaw","2012-05-15","https://www.en-net.org/question/727.aspx",10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10164,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10165,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10166,3,10167,3,10167,3,10170,3,10170,3,10170,3,10170,3,10170,3,10170,3,10170,3,10170,3,10170,3,10170,3,10170,3
"Assessment and Surveillance","What is the sampling procedure for a micronutrient survey within the S3M survey?","Durria Osman","2018-05-01","https://www.en-net.org/question/3304.aspx",7290,3,7290,3,7290,3,7290,3,7290,3,7290,3,7290,3,7290,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7291,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7293,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7294,3,7295,3,7295,3,7295,3
"Assessment and Surveillance","What nutrition indicators should be use for evaluating the SDG2 nutrition goal? What are the data gaps that need to be filled?","Suneetha Kadiyala","2015-11-11","https://www.en-net.org/question/2254.aspx",8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8828,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8829,1,8830,1,8832,1,8832,1,8832,1,8832,1,8832,1,8832,1,8832,1,8832,1,8832,1,8832,1,8832,1,8833,1,8833,1,8833,1,8833,1,8833,1,8833,1,8833,1,8833,1,8834,1,8834,1,8834,1
"Assessment and Surveillance","What proportion of children with severe acute malnutrition (SAM) will die if they do not get timely treatment?","Anonymous 1310","2021-12-08","https://www.en-net.org/question/4455.aspx",4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4795,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4796,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4797,1,4798,1,4798,1
"Assessment and Surveillance","What should be the ideal methedology for assessing   impact of BCC at practice level for caregivers and non caregivers?","Iqbal Hossain","2012-09-20","https://www.en-net.org/question/851.aspx",8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8621,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8622,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0,8623,0
"Assessment and Surveillance","what to do with adolescent men taller  than 1.75 m in WfH?","Mija Ververs","2014-06-10","https://www.en-net.org/question/1391.aspx",9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9040,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9042,1,9048,1,9048,1,9048,1,9048,1,9048,1,9048,1,9048,1,9049,1,9049,1,9049,1,9049,1
"Assessment and Surveillance","What will be the sample size for a follow up study","Md. Lalan Miah","2022-10-23","https://www.en-net.org/question/4699.aspx",576,2,576,2,576,2,576,2,576,2,576,2,576,2,576,2,576,2,577,2,577,2,577,2,577,2,577,2,577,2,578,2,579,2,579,2,579,2,579,2,579,2,579,2,579,2,580,2,580,2,580,2,580,2,580,2,580,2,580,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,581,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,582,2,583,2,583,2,583,2,583,2,583,2,583,2,584,2,584,2,584,2,584,2,584,2,584,2,584,2,584,2,585,2,585,2,585,2,585,2,585,2,585,2,585,2,585,2,585,2,585,2,586,2
"Assessment and Surveillance","When analysing birthweight data, should we exclude premature babies?","Anonymous 3070","2016-04-08","https://www.en-net.org/question/2438.aspx",8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8631,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8632,1,8633,1,8634,1,8634,1,8634,1
"Assessment and Surveillance","When can we use BMI for lactating women again?","Mija Ververs","2018-12-13","https://www.en-net.org/question/3512.aspx",7932,10,7933,10,7934,10,7934,10,7934,10,7934,10,7934,10,7934,10,7935,10,7935,10,7935,10,7935,10,7936,10,7937,10,7938,10,7938,10,7938,10,7938,10,7938,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7939,10,7940,10,7941,10,7941,10,7942,10,7942,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7943,10,7944,10,7944,10,7944,10,7946,10,7946,10,7946,10,7946,10,7947,10,7947,10,7947,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7948,10,7973,10,7973,10,7974,10,7974,10,7974,10,7974,10,7974,10,7974,10,7975,10,7976,10,7976,10
"Assessment and Surveillance","When sampled cluster doen't have enough HH demanded by sample size because of urgent and sudden population movement","nicky","2014-03-31","https://www.en-net.org/question/1324.aspx",10558,8,10558,8,10558,8,10558,8,10558,8,10558,8,10558,8,10558,8,10558,8,10558,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10559,8,10560,8,10560,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10562,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10563,8,10564,8,10564,8,10564,8,10564,8
"Assessment and Surveillance","When the survey SD value is out of aceptable range, especially < 0.8, how the prevalence  estimation should proceed?","nicky","2014-04-08","https://www.en-net.org/question/1332.aspx",9972,1,9972,1,9972,1,9972,1,9972,1,9972,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9973,1,9974,1,9974,1,9974,1,9974,1,9974,1,9974,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9976,1,9977,1,9977,1,9977,1,9977,1,9978,1,9978,1,9978,1,9978,1
"Assessment and Surveillance","When to conduct Wide Area survey","Anonymous 422","2013-01-15","https://www.en-net.org/question/942.aspx",12855,3,12855,3,12855,3,12855,3,12855,3,12855,3,12855,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12856,3,12857,3,12857,3,12857,3,12858,3,12858,3,12858,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12859,3,12860,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3,12861,3
"Assessment and Surveillance","When to consider population movement within recall period for mortality survey using SAMRT methodology","Anonymous 1570","2012-10-02","https://www.en-net.org/question/861.aspx",10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10336,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10337,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4,10338,4
"Assessment and Surveillance","When will SMART / ENA support MUAC?","Mark Myatt","2010-03-15","https://www.en-net.org/question/189.aspx",12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12093,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12095,13,12095,13,12095,13,12095,13,12095,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12098,13,12098,13,12099,13,12099,13,12099,13,12099,13,12099,13,12099,13,12100,13,12100,13,12100,13
"Assessment and Surveillance","Which indicators should be included in surveys for adolescent nutrition?","Natasha Lelijveld","2022-06-07","https://www.en-net.org/question/4583.aspx",769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,769,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,770,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,771,0,772,0,772,0,772,0,772,0,772,0,774,0,774,0,774,0,774,0,774,0,774,0,774,0,774,0,774,0,774,0,775,0
"Assessment and Surveillance","Which nutrition surveillance system is/are the the best to be used in a refugee camp setting with an under 5 population of  approximately 41,000.","Rogers Wanyama","2009-03-23","https://www.en-net.org/question/72.aspx",10604,3,10604,3,10605,3,10605,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10606,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10607,3,10608,3,10608,3,10608,3,10608,3,10608,3,10608,3,10608,3,10608,3,10608,3,10608,3,10608,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3,10609,3
"Assessment and Surveillance","Which software I can use to open old .rec files from epinut?","Caroline Wilkinson","2023-02-09","https://www.en-net.org/question/4785.aspx",216,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,217,4,218,4,218,4,218,4,218,4,218,4,219,4,219,4,219,4,219,4,219,4,219,4,219,4,220,4,221,4,222,4,222,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,223,4,224,4,225,4,225,4,225,4,225,4,225,4,225,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,226,4,227,4,227,4,228,4
"Assessment and Surveillance","WHO Anthro Survey Analyzer","Blessing Mureverwi","2020-06-05","https://www.en-net.org/question/4001.aspx",5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5948,5,5950,5,5950,5,5950,5,5950,5,5950,5,5950,5,5950,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5951,5,5952,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5953,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5954,5,5955,5,5955,5,5955,5,5956,5,5956,5
"Assessment and Surveillance","Who did the research on weight and hydration?","Martha","2011-05-04","https://www.en-net.org/question/416.aspx",9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9847,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9848,1,9849,1,9849,1
"Assessment and Surveillance","WHO EPI two stage cluster survey  method Vis-à-vis DHS or MICS approach","Anonymous 81","2009-11-29","https://www.en-net.org/question/168.aspx",14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14315,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14316,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14317,7,14318,7,14318,7,14318,7,14318,7,14319,7,14319,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14320,7,14322,7,14322,7,14322,7,14322,7,14322,7,14322,7,14322,7,14322,7,14323,7,14323,7,14323,7
"Assessment and Surveillance","WHO Growth Standards","Ranjith","2011-06-03","https://www.en-net.org/question/452.aspx",15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15084,4,15085,4,15085,4,15086,4,15086,4,15086,4,15086,4,15087,4,15087,4,15087,4,15088,4,15088,4,15088,4,15089,4,15089,4,15089,4,15089,4,15089,4,15089,4,15089,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15090,4,15092,4,15092,4,15092,4,15093,4,15093,4,15093,4,15094,4,15094,4,15095,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15097,4,15098,4,15098,4,15098,4,15099,4,15099,4,15099,4,15099,4,15100,4
"Assessment and Surveillance","WHO Wasting prevalance","Mohamed M Hassan Gani","2012-09-17","https://www.en-net.org/question/842.aspx",9902,1,9902,1,9902,1,9902,1,9902,1,9902,1,9902,1,9902,1,9902,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9903,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9904,1,9905,1,9905,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9906,1,9907,1,9907,1,9907,1,9907,1,9907,1,9908,1,9908,1,9908,1,9908,1,9908,1,9908,1,9908,1,9908,1,9908,1,9909,1,9909,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1,9910,1
"Assessment and Surveillance","Why Credibility Interval (CI) is slightly changing while estimating Posterior Coverage by using SQUEAC coverage estimate calculator (Version 3.01)","Anonymous 1310","2013-10-30","https://www.en-net.org/question/1187.aspx",11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11992,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11993,4,11994,4,11994,4,11994,4,11994,4
