"Theme","Topic","Author","Posted","Link","Views_20230501_004954","Replies_20230501_004954","Views_20230501_020749","Replies_20230501_020749","Views_20230501_031507","Replies_20230501_031507","Views_20230501_041555","Replies_20230501_041555","Views_20230501_051433","Replies_20230501_051433","Views_20230501_061758","Replies_20230501_061758","Views_20230501_071412","Replies_20230501_071412","Views_20230501_081729","Replies_20230501_081729","Views_20230501_091505","Replies_20230501_091505","Views_20230501_101505","Replies_20230501_101505","Views_20230501_111258","Replies_20230501_111258","Views_20230501_122114","Replies_20230501_122114","Views_20230501_131618","Replies_20230501_131618","Views_20230501_141416","Replies_20230501_141416","Views_20230501_151454","Replies_20230501_151454","Views_20230501_161641","Replies_20230501_161641","Views_20230501_171333","Replies_20230501_171333","Views_20230501_181631","Replies_20230501_181631","Views_20230501_191233","Replies_20230501_191233","Views_20230501_201440","Replies_20230501_201440","Views_20230501_211315","Replies_20230501_211315","Views_20230501_221355","Replies_20230501_221355","Views_20230501_231353","Replies_20230501_231353","Views_20230502_004808","Replies_20230502_004808","Views_20230502_020531","Replies_20230502_020531","Views_20230502_023819","Replies_20230502_023819","Views_20230502_031534","Replies_20230502_031534","Views_20230502_041535","Replies_20230502_041535","Views_20230502_051429","Replies_20230502_051429","Views_20230502_061718","Replies_20230502_061718","Views_20230502_071359","Replies_20230502_071359","Views_20230502_081627","Replies_20230502_081627","Views_20230502_091449","Replies_20230502_091449","Views_20230502_101440","Replies_20230502_101440","Views_20230502_111331","Replies_20230502_111331","Views_20230502_122218","Replies_20230502_122218","Views_20230502_141425","Replies_20230502_141425","Views_20230502_151629","Replies_20230502_151629","Views_20230502_161548","Replies_20230502_161548","Views_20230502_171324","Replies_20230502_171324","Views_20230502_181551","Replies_20230502_181551","Views_20230502_191321","Replies_20230502_191321","Views_20230502_201409","Replies_20230502_201409","Views_20230502_211319","Replies_20230502_211319","Views_20230502_221331","Replies_20230502_221331","Views_20230502_231346","Replies_20230502_231346","Views_20230503_004704","Replies_20230503_004704","Views_20230503_020442","Replies_20230503_020442","Views_20230503_023514","Replies_20230503_023514","Views_20230503_031509","Replies_20230503_031509","Views_20230503_041523","Replies_20230503_041523","Views_20230503_051442","Replies_20230503_051442","Views_20230503_061646","Replies_20230503_061646","Views_20230503_071411","Replies_20230503_071411","Views_20230503_081626","Replies_20230503_081626","Views_20230503_091413","Replies_20230503_091413","Views_20230503_101453","Replies_20230503_101453","Views_20230503_111340","Replies_20230503_111340","Views_20230503_122126","Replies_20230503_122126","Views_20230503_131638","Replies_20230503_131638","Views_20230503_141509","Replies_20230503_141509","Views_20230503_151500","Replies_20230503_151500","Views_20230503_161706","Replies_20230503_161706","Views_20230503_171316","Replies_20230503_171316","Views_20230503_181602","Replies_20230503_181602","Views_20230503_191303","Replies_20230503_191303","Views_20230503_201456","Replies_20230503_201456","Views_20230503_211429","Replies_20230503_211429","Views_20230503_221344","Replies_20230503_221344","Views_20230503_231401","Replies_20230503_231401","Views_20230504_004726","Replies_20230504_004726","Views_20230504_020348","Replies_20230504_020348","Views_20230504_023353","Replies_20230504_023353","Views_20230504_031526","Replies_20230504_031526","Views_20230504_041638","Replies_20230504_041638","Views_20230504_051357","Replies_20230504_051357","Views_20230504_061700","Replies_20230504_061700","Views_20230504_071341","Replies_20230504_071341","Views_20230504_081626","Replies_20230504_081626","Views_20230504_091419","Replies_20230504_091419"
"Assessment and Surveillance","Case-control study or something different?","Jeff Matenda","2011-03-03","https://www.en-net.org/question/364.aspx",12252,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12254,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17,12255,17
"Assessment and Surveillance","Caseload calculations and nutrition indicators","Grace Maclean","2019-09-11","https://www.en-net.org/question/3758.aspx",6194,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6195,2,6196,2,6196,2,6196,2,6196,2,6196,2,6196,2,6196,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2,6197,2
"Assessment and Surveillance","Causal Analysis in SQUEAC","Adamu Abubakar Yerima","2014-05-23","https://www.en-net.org/question/1383.aspx",12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12691,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12692,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12693,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4,12694,4
"Assessment and Surveillance","Causality Analysis","Anonymous 249","2012-05-16","https://www.en-net.org/question/729.aspx",12623,17,12623,17,12623,17,12623,17,12623,17,12623,17,12623,17,12623,17,12624,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12625,17,12626,17,12626,17,12626,17,12626,17,12626,17,12626,17,12626,17,12626,17,12627,17,12627,17,12627,17,12627,17,12627,17,12627,17,12627,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12628,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17,12629,17
"Assessment and Surveillance","Check list or guidance note (summarize) for before starting & during conduction of SQUEAC (Preparation of SQUEAC)","Anonymous 739","2014-02-07","https://www.en-net.org/question/1269.aspx",11410,0,11410,0,11410,0,11410,0,11410,0,11410,0,11410,0,11410,0,11411,0,11412,0,11413,0,11413,0,11413,0,11413,0,11413,0,11413,0,11413,0,11413,0,11413,0,11413,0,11413,0,11414,0,11414,0,11414,0,11414,0,11414,0,11414,0,11414,0,11414,0,11414,0,11414,0,11414,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11415,0,11416,0,11416,0,11416,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0,11417,0
"Assessment and Surveillance","Chronic malnutrition rate interpretation","Anonymous 106","2010-05-20","https://www.en-net.org/question/219.aspx",11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11191,2,11192,2
"Assessment and Surveillance","Clarification on SMART survey cluster numbering","Edwin","2019-06-15","https://www.en-net.org/question/3702.aspx",6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6089,4,6091,4,6091,4,6091,4,6092,4,6092,4,6092,4,6092,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6093,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6094,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6095,4,6097,4,6098,4
"Assessment and Surveillance","Clarification on women dietary diversity score food groups - use of Zatar","COOPI","2016-03-09","https://www.en-net.org/question/2397.aspx",10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10623,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10624,7,10625,7,10625,7,10625,7,10625,7,10625,7,10625,7,10625,7,10625,7,10625,7,10625,7
"Assessment and Surveillance","classification and interpretation of MUAC among old children and adolescent","Anaïs","2011-05-24","https://www.en-net.org/question/436.aspx",11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11317,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11318,1,11319,1,11319,1,11319,1,11319,1,11319,1,11319,1,11319,1,11319,1,11319,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1,11320,1
"Assessment and Surveillance","clear definition of Small Scale SMART Survey","Anonymous 81","2014-08-19","https://www.en-net.org/question/1449.aspx",12363,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12364,18,12365,18,12365,18,12365,18,12365,18,12365,18,12366,18,12366,18,12366,18,12366,18,12366,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12367,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18,12368,18
"Assessment and Surveillance","Clinically oriented software options","Sam","2023-04-17","https://www.en-net.org/question/4852.aspx",170,2,171,2,172,2,172,2,172,2,172,2,172,2,173,2,175,2,175,2,175,2,175,2,175,2,175,2,176,2,177,2,177,2,177,2,177,2,177,2,178,2,178,2,179,2,179,2,179,2,179,2,179,2,180,2,180,2,180,2,180,2,180,2,180,2,180,2,180,2,181,2,181,2,181,2,181,2,182,2,182,2,183,2,183,2,183,2,183,2,184,2,184,2,184,2,184,2,184,2,184,2,184,2,184,2,184,2,184,2,184,2,185,2,185,2,185,2,185,2,185,2,185,2,185,2,186,2,186,2,186,2,186,2,186,2,186,2,186,2,187,2,187,2,187,2,188,2,188,2,188,2,188,2,188,2,188,2,188,2
"Assessment and Surveillance","Cluster or SRS","Tamsin","2013-05-07","https://www.en-net.org/question/1036.aspx",10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10086,2,10087,2,10087,2,10089,2,10089,2,10089,2,10089,2,10089,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10090,2,10091,2,10091,2,10091,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2,10092,2
"Assessment and Surveillance","cm cutoffs for outliers of MUAC measurements?","Emily DeLacey","2020-09-10","https://www.en-net.org/question/4079.aspx",5990,7,5990,7,5990,7,5990,7,5990,7,5991,7,5991,7,5991,7,5991,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5992,7,5993,7,5993,7,5993,7,5993,7,5993,7,5994,7,5994,7,5994,7,5994,7,5994,7,5994,7,5994,7,5994,7,5994,7,5995,7,5995,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5996,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5997,7,5998,7,5998,7,5998,7,5998,7,5998,7,5998,7,5998,7,5998,7,5998,7
"Assessment and Surveillance","CMN training/assessment","Anonymous 402","2014-03-03","https://www.en-net.org/question/1288.aspx",11331,1,11331,1,11331,1,11331,1,11331,1,11331,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11332,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11333,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11334,1,11335,1,11335,1,11335,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1,11336,1
"Assessment and Surveillance","Combining of multiple an independent surveys through weighting","Anonymous 81","2014-12-21","https://www.en-net.org/question/1579.aspx",9946,2,9946,2,9946,2,9946,2,9946,2,9946,2,9946,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9947,2,9948,2,9948,2,9949,2,9949,2,9949,2,9949,2,9949,2,9949,2,9949,2,9949,2,9949,2,9949,2,9949,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9950,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9951,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2,9952,2
"Assessment and Surveillance","COMMUNITY ASSESSMENT TOOL","Stanley Macharia","2016-07-14","https://www.en-net.org/question/2552.aspx",12359,3,12359,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12360,3,12361,3,12361,3,12361,3,12361,3,12361,3,12361,3,12361,3,12361,3,12362,3,12362,3,12362,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12363,3,12364,3,12364,3
"Assessment and Surveillance","community based nutrition surveillance system","Yibo Wood","2016-04-13","https://www.en-net.org/question/2449.aspx",9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9452,2,9453,2,9453,2,9453,2,9453,2,9453,2,9453,2,9453,2,9453,2,9453,2,9453,2,9454,2,9454,2,9454,2,9454,2,9454,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9455,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9456,2,9457,2,9458,2,9458,2,9458,2,9459,2,9459,2,9459,2,9459,2,9459,2,9459,2,9459,2,9459,2,9459,2
"Assessment and Surveillance","Comparative study using Randomized trials (Breastfeeding)","Anonymous 195","2011-04-05","https://www.en-net.org/question/399.aspx",8652,0,8652,0,8652,0,8653,0,8653,0,8653,0,8654,0,8654,0,8655,0,8656,0,8657,0,8657,0,8657,0,8657,0,8657,0,8657,0,8658,0,8658,0,8658,0,8658,0,8658,0,8659,0,8659,0,8659,0,8659,0,8659,0,8660,0,8660,0,8660,0,8661,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0,8662,0
"Assessment and Surveillance","Compare results of a LQAS and the results of a IBBS","wognin","2017-03-03","https://www.en-net.org/question/2828.aspx",8195,6,8195,6,8197,6,8199,6,8199,6,8201,6,8201,6,8201,6,8202,6,8203,6,8204,6,8204,6,8204,6,8204,6,8205,6,8205,6,8205,6,8205,6,8205,6,8205,6,8205,6,8206,6,8206,6,8206,6,8206,6,8206,6,8206,6,8206,6,8206,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6,8207,6
"Assessment and Surveillance","Comparing 2 surveys","Anonymous 402","2012-08-01","https://www.en-net.org/question/800.aspx",13072,11,13073,11,13073,11,13073,11,13073,11,13073,11,13073,11,13074,11,13074,11,13074,11,13074,11,13074,11,13074,11,13075,11,13075,11,13075,11,13076,11,13076,11,13076,11,13076,11,13077,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13078,11,13079,11,13079,11,13079,11,13079,11,13080,11,13080,11,13080,11,13080,11,13080,11,13080,11,13080,11,13080,11,13080,11,13080,11,13080,11,13081,11,13081,11,13081,11,13081,11,13081,11,13081,11,13081,11,13081,11,13082,11,13082,11,13082,11,13082,11,13082,11,13082,11,13083,11,13083,11,13083,11,13083,11,13083,11,13083,11,13084,11,13084,11,13084,11,13084,11,13084,11,13084,11,13084,11,13085,11,13086,11
"Assessment and Surveillance","Comparison of MUAC and W/H Prevalence?","Anonymous 310","2012-06-18","https://www.en-net.org/question/759.aspx",12252,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12253,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12254,12,12255,12,12255,12,12255,12,12255,12,12255,12,12255,12,12255,12,12256,12,12256,12,12257,12,12257,12,12257,12,12257,12,12257,12,12257,12,12257,12,12257,12,12257,12,12257,12,12257,12
"Assessment and Surveillance","Complementary/alternative approaches to growth monitoring","Kirk Dearden","2021-11-03","https://www.en-net.org/question/4436.aspx",4496,10,4496,10,4496,10,4496,10,4496,10,4496,10,4496,10,4496,10,4496,10,4496,10,4496,10,4497,10,4497,10,4497,10,4497,10,4498,10,4499,10,4499,10,4499,10,4499,10,4499,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10,4500,10
"Assessment and Surveillance","Completing number of children needed for anthropometric and number of HH needed for mortality survey when implementing SMART survey","Anonymous 1570","2012-10-02","https://www.en-net.org/question/859.aspx",10687,3,10687,3,10687,3,10687,3,10687,3,10687,3,10687,3,10687,3,10687,3,10689,3,10690,3,10691,3,10692,3,10692,3,10692,3,10692,3,10692,3,10692,3,10692,3,10692,3,10692,3,10693,3,10693,3,10694,3,10694,3,10694,3,10694,3,10694,3,10694,3,10694,3,10694,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10695,3,10696,3,10696,3,10696,3,10696,3,10696,3,10696,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10697,3,10698,3
"Assessment and Surveillance","Computer software for Diet Planning","Tabinda Ashraf Shahid","2021-02-14","https://www.en-net.org/question/4203.aspx",4832,7,4832,7,4832,7,4832,7,4832,7,4832,7,4832,7,4832,7,4832,7,4832,7,4832,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4833,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4834,7,4835,7,4835,7,4835,7,4835,7,4836,7,4836,7,4836,7,4836,7,4836,7,4836,7,4836,7,4836,7,4836,7,4836,7,4837,7,4837,7,4837,7
"Assessment and Surveillance","Concurrent wasting and stunting among under‐five children","Mark Myatt","2019-03-20","https://www.en-net.org/question/3601.aspx",6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6514,0,6515,0,6515,0,6515,0,6515,0,6515,0,6515,0,6515,0,6516,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6517,0,6519,0,6519,0
"Assessment and Surveillance","Confidence Intervals for Complex Sampling","Anonymous 402","2012-05-17","https://www.en-net.org/question/734.aspx",13915,8,13915,8,13915,8,13916,8,13916,8,13916,8,13916,8,13916,8,13916,8,13916,8,13916,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13917,8,13918,8,13918,8,13918,8,13918,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13919,8,13920,8,13920,8,13920,8,13920,8,13920,8,13920,8,13920,8,13920,8,13920,8,13920,8,13921,8,13921,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13922,8,13923,8,13923,8
