"Theme","Topic","Author","Posted","Link","Views_20231001_005153","Replies_20231001_005153","Views_20231001_020315","Replies_20231001_020315","Views_20231001_023124","Replies_20231001_023124","Views_20231001_031813","Replies_20231001_031813","Views_20231001_041923","Replies_20231001_041923","Views_20231001_051729","Replies_20231001_051729","Views_20231001_062004","Replies_20231001_062004","Views_20231001_071653","Replies_20231001_071653","Views_20231001_082013","Replies_20231001_082013","Views_20231001_091650","Replies_20231001_091650","Views_20231001_101754","Replies_20231001_101754","Views_20231001_111604","Replies_20231001_111604","Views_20231001_122346","Replies_20231001_122346","Views_20231001_131726","Replies_20231001_131726","Views_20231001_141705","Replies_20231001_141705","Views_20231001_151636","Replies_20231001_151636","Views_20231001_161851","Replies_20231001_161851","Views_20231001_171646","Replies_20231001_171646","Views_20231001_181926","Replies_20231001_181926","Views_20231001_191604","Replies_20231001_191604","Views_20231001_201706","Replies_20231001_201706","Views_20231001_211652","Replies_20231001_211652","Views_20231001_221633","Replies_20231001_221633","Views_20231001_231726","Replies_20231001_231726","Views_20231002_004730","Replies_20231002_004730","Views_20231002_015435","Replies_20231002_015435","Views_20231002_022643","Replies_20231002_022643","Views_20231002_031836","Replies_20231002_031836","Views_20231002_041906","Replies_20231002_041906","Views_20231002_051733","Replies_20231002_051733","Views_20231002_062056","Replies_20231002_062056","Views_20231002_071802","Replies_20231002_071802","Views_20231002_082140","Replies_20231002_082140","Views_20231002_091839","Replies_20231002_091839","Views_20231002_101906","Replies_20231002_101906","Views_20231002_111629","Replies_20231002_111629","Views_20231002_122544","Replies_20231002_122544","Views_20231002_132057","Replies_20231002_132057","Views_20231002_141829","Replies_20231002_141829","Views_20231002_151836","Replies_20231002_151836","Views_20231002_162012","Replies_20231002_162012","Views_20231002_171718","Replies_20231002_171718","Views_20231002_182017","Replies_20231002_182017","Views_20231002_191615","Replies_20231002_191615","Views_20231002_201824","Replies_20231002_201824","Views_20231002_211728","Replies_20231002_211728","Views_20231002_221713","Replies_20231002_221713","Views_20231002_231832","Replies_20231002_231832","Views_20231003_004644","Replies_20231003_004644","Views_20231003_015324","Replies_20231003_015324","Views_20231003_022609","Replies_20231003_022609","Views_20231003_031811","Replies_20231003_031811","Views_20231003_041934","Replies_20231003_041934","Views_20231003_051720","Replies_20231003_051720","Views_20231003_062126","Replies_20231003_062126","Views_20231003_071724","Replies_20231003_071724","Views_20231003_091831","Replies_20231003_091831","Views_20231003_101842","Replies_20231003_101842","Views_20231003_111624","Replies_20231003_111624","Views_20231003_122456","Replies_20231003_122456","Views_20231003_132141","Replies_20231003_132141","Views_20231003_141741","Replies_20231003_141741","Views_20231003_151914","Replies_20231003_151914","Views_20231003_162034","Replies_20231003_162034","Views_20231003_171717","Replies_20231003_171717","Views_20231003_182053","Replies_20231003_182053","Views_20231003_191633","Replies_20231003_191633","Views_20231003_201846","Replies_20231003_201846","Views_20231003_211654","Replies_20231003_211654","Views_20231003_221657","Replies_20231003_221657","Views_20231003_231743","Replies_20231003_231743","Views_20231004_004707","Replies_20231004_004707","Views_20231004_015417","Replies_20231004_015417","Views_20231004_022645","Replies_20231004_022645","Views_20231004_031840","Replies_20231004_031840","Views_20231004_041936","Replies_20231004_041936","Views_20231004_051748","Replies_20231004_051748","Views_20231004_062121","Replies_20231004_062121","Views_20231004_071744","Replies_20231004_071744","Views_20231004_082050","Replies_20231004_082050","Views_20231004_091643","Replies_20231004_091643","Views_20231004_101915","Replies_20231004_101915","Views_20231004_111749","Replies_20231004_111749","Views_20231004_122557","Replies_20231004_122557","Views_20231004_132103","Replies_20231004_132103","Views_20231004_141637","Replies_20231004_141637","Views_20231004_151710","Replies_20231004_151710"
"Assessment and Surveillance","Key questions regarding MUAC only programming - towards a research agenda","Mark Myatt","2015-10-05","https://www.en-net.org/question/1945.aspx",11744,8,11744,8,11744,8,11744,8,11745,8,11745,8,11745,8,11745,8,11745,8,11745,8,11745,8,11746,8,11746,8,11746,8,11746,8,11746,8,11747,8,11749,8,11750,8,11750,8,11750,8,11752,8,11752,8,11752,8,11752,8,11752,8,11752,8,11752,8,11753,8,11753,8,11753,8,11753,8,11753,8,11753,8,11753,8,11753,8,11753,8,11753,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11754,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11755,8,11756,8,11756,8,11756,8,11756,8,11756,8,11756,8,11756,8
"Assessment and Surveillance","late admission investigated by plotting MUAC","FRANCK ALE","2013-02-15","https://www.en-net.org/question/976.aspx",12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12404,1,12404,1,12404,1,12404,1,12404,1,12406,1,12406,1,12406,1,12406,1,12406,1,12406,1,12406,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12407,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12408,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1,12409,1
"Assessment and Surveillance","Latest guideline for MUAC cutoff for PLWs","Anonymous 587","2020-10-21","https://www.en-net.org/question/4109.aspx",5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5192,1,5194,1,5194,1,5194,1,5194,1,5196,1,5196,1,5196,1,5196,1,5196,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5197,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5198,1,5199,1,5199,1,5199,1,5199,1,5199,1,5199,1,5199,1,5199,1
"Assessment and Surveillance","Latest rapid nutrition assessment guidelines","Anonymous 24408","2019-07-05","https://www.en-net.org/question/3716.aspx",6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6407,1,6409,1,6409,1,6409,1,6409,1,6411,1,6411,1,6411,1,6411,1,6411,1,6411,1,6411,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6413,1,6413,1,6413,1,6413,1,6414,1,6414,1,6414,1,6414,1,6415,1,6415,1,6415,1,6415,1,6415,1,6416,1,6416,1,6417,1,6417,1,6417,1,6417,1,6417,1,6417,1,6417,1,6417,1,6417,1,6418,1,6418,1,6418,1,6418,1,6418,1,6419,1,6419,1,6419,1,6419,1,6419,1,6419,1,6419,1
"Assessment and Surveillance","Length of recall period during SMART survey","Rogers Wanyama","2013-02-11","https://www.en-net.org/question/966.aspx",11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11131,2,11133,2,11133,2,11133,2,11133,2,11133,2,11133,2,11133,2,11133,2,11136,2,11136,2,11136,2,11136,2,11138,2,11138,2,11138,2,11138,2,11138,2,11139,2,11139,2,11139,2,11139,2,11139,2,11139,2,11139,2,11139,2,11139,2,11139,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11141,2,11144,2,11144,2,11144,2,11144,2,11145,2,11145,2,11145,2,11145,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11146,2,11147,2,11147,2,11147,2
"Assessment and Surveillance","LINK NCA Analysts (researchers)","Anonymous 9558","2017-10-09","https://www.en-net.org/question/3080.aspx",8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8306,0,8307,0,8307,0,8308,0,8308,0,8308,0,8310,0,8310,0,8310,0,8310,0,8312,0,8312,0,8312,0,8312,0,8312,0,8313,0,8313,0,8313,0,8313,0,8313,0,8313,0,8313,0,8313,0,8313,0,8313,0,8313,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0,8314,0
"Assessment and Surveillance","Logiciel d'analyse de données qualitatives (Freeware)","Tomas Zaba","2017-09-23","https://www.en-net.org/question/3060.aspx",9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9552,6,9553,6,9553,6,9553,6,9554,6,9554,6,9554,6,9556,6,9556,6,9556,6,9556,6,9558,6,9558,6,9558,6,9558,6,9558,6,9558,6,9559,6,9559,6,9559,6,9560,6,9560,6,9561,6,9561,6,9561,6,9561,6,9561,6,9561,6,9561,6,9561,6,9561,6,9561,6,9561,6,9562,6,9562,6,9562,6,9562,6,9562,6,9562,6,9562,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6,9564,6
"Assessment and Surveillance","Logistic Regression with SPSS","Diallo zakaria","2017-07-24","https://www.en-net.org/question/2998.aspx",10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10542,5,10544,5,10544,5,10544,5,10544,5,10544,5,10547,5,10547,5,10547,5,10548,5,10548,5,10548,5,10549,5,10550,5,10550,5,10550,5,10550,5,10550,5,10550,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10551,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5,10553,5
"Assessment and Surveillance","Looking for (a) reference/s about acute malnutrition prevalence by age group in the under fives","Victoria Sibson","2018-04-04","https://www.en-net.org/question/3275.aspx",7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7327,0,7329,0,7329,0,7329,0,7329,0,7329,0,7331,0,7331,0,7331,0,7331,0,7331,0,7331,0,7332,0,7332,0,7332,0,7332,0,7332,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7333,0,7334,0,7334,0,7334,0,7334,0,7334,0,7334,0,7334,0
"Assessment and Surveillance","looking for adult stadiometers - urgently!","Victoria Sibson","2013-06-15","https://www.en-net.org/question/1079.aspx",9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9796,1,9797,1,9797,1,9797,1,9797,1,9797,1,9799,1,9799,1,9799,1,9799,1,9799,1,9801,1,9802,1,9802,1,9802,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9803,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9804,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9805,1,9806,1
"Assessment and Surveillance","Looking for data on body-shape (Sri-Lanka / Myanmar)","Mark Myatt","2009-09-25","https://www.en-net.org/question/141.aspx",10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10679,4,10680,4,10681,4,10681,4,10681,4,10681,4,10683,4,10683,4,10683,4,10684,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10685,4,10686,4,10686,4,10686,4,10686,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10687,4,10690,4,10690,4,10690,4,10690,4,10690,4,10690,4,10690,4
"Assessment and Surveillance","Looking to contact Simon Kiarie Karanja","Mark Myatt","2015-09-22","https://www.en-net.org/question/1930.aspx",12325,2,12325,2,12325,2,12325,2,12325,2,12325,2,12325,2,12325,2,12326,2,12326,2,12326,2,12326,2,12326,2,12326,2,12326,2,12326,2,12326,2,12326,2,12328,2,12328,2,12328,2,12328,2,12328,2,12330,2,12330,2,12330,2,12330,2,12330,2,12332,2,12332,2,12332,2,12332,2,12332,2,12333,2,12333,2,12334,2,12334,2,12334,2,12335,2,12335,2,12335,2,12335,2,12335,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12336,2,12337,2,12337,2,12337,2,12337,2,12337,2,12337,2,12338,2,12338,2,12338,2,12338,2,12338,2,12338,2,12338,2,12338,2,12338,2,12338,2,12339,2,12340,2,12340,2,12340,2,12341,2,12341,2,12341,2,12341,2,12341,2,12341,2,12341,2
"Assessment and Surveillance","Low OTP Coverage","Anonymous 2352","2013-10-28","https://www.en-net.org/question/1185.aspx",12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12667,4,12668,4,12668,4,12668,4,12668,4,12670,4,12670,4,12670,4,12670,4,12670,4,12672,4,12672,4,12672,4,12672,4,12672,4,12673,4,12673,4,12673,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12674,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12675,4,12676,4,12676,4
"Assessment and Surveillance","LQAS -","Anonymous 81","2012-08-15","https://www.en-net.org/question/812.aspx",10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10209,1,10211,1,10211,1,10211,1,10211,1,10213,1,10213,1,10213,1,10213,1,10213,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10214,1,10215,1,10215,1,10215,1,10216,1,10216,1,10218,1,10219,1,10219,1,10219,1,10219,1,10219,1
"Assessment and Surveillance","LQAS Assessment Full Guidance","Anonymous 41501","2022-12-13","https://www.en-net.org/question/4732.aspx",894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,894,1,896,1,896,1,896,1,896,1,896,1,898,1,898,1,898,1,898,1,898,1,898,1,898,1,898,1,899,1,899,1,899,1,899,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,900,1,901,1,901,1,901,1,901,1,901,1,901,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1,902,1
"Assessment and Surveillance","LQAS for health facility surveys to measure program and data quality","Anonymous 3419","2016-01-14","https://www.en-net.org/question/2324.aspx",12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12815,1,12817,1,12817,1,12817,1,12817,1,12819,1,12819,1,12819,1,12819,1,12819,1,12820,1,12820,1,12820,1,12820,1,12820,1,12820,1,12820,1,12820,1,12821,1,12821,1,12821,1,12821,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12822,1,12823,1,12823,1,12823,1,12824,1
"Assessment and Surveillance","LQAS types","Anonymous 81","2013-05-22","https://www.en-net.org/question/1047.aspx",14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14410,7,14411,7,14411,7,14411,7,14411,7,14411,7,14411,7,14413,7,14413,7,14413,7,14413,7,14413,7,14416,7,14416,7,14416,7,14416,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14417,7,14418,7,14418,7,14418,7,14418,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14419,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14420,7,14421,7,14421,7,14422,7
"Assessment and Surveillance","Malnutrition / ration de risque d'être mal nourri","Haitham shukfa","2017-12-02","https://www.en-net.org/question/3158.aspx",8524,3,8524,3,8524,3,8524,3,8524,3,8524,3,8524,3,8524,3,8524,3,8524,3,8524,3,8525,3,8525,3,8525,3,8525,3,8525,3,8525,3,8525,3,8525,3,8528,3,8529,3,8529,3,8529,3,8531,3,8531,3,8532,3,8532,3,8532,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8533,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8534,3,8535,3,8535,3,8535,3,8535,3,8535,3,8535,3
"Assessment and Surveillance","Malnutrition & Disability, indicator and age","Severine Frison","2012-09-17","https://www.en-net.org/question/845.aspx",10792,8,10792,8,10792,8,10792,8,10792,8,10792,8,10792,8,10792,8,10792,8,10792,8,10792,8,10794,8,10794,8,10795,8,10795,8,10795,8,10795,8,10795,8,10797,8,10797,8,10797,8,10797,8,10799,8,10799,8,10799,8,10799,8,10799,8,10799,8,10799,8,10800,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10801,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8,10802,8
"Assessment and Surveillance","Malnutrition among children 6-24months","Anonymous 422","2010-10-18","https://www.en-net.org/question/288.aspx",10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10683,1,10684,1,10685,1,10685,1,10685,1,10685,1,10687,1,10687,1,10687,1,10687,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10688,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10689,1,10690,1,10690,1,10690,1,10690,1
"Assessment and Surveillance","malnutrition rate","Anonymous 2180","2013-09-24","https://www.en-net.org/question/1144.aspx",13763,24,13763,24,13763,24,13763,24,13763,24,13763,24,13763,24,13763,24,13763,24,13763,24,13763,24,13764,24,13765,24,13765,24,13765,24,13765,24,13765,24,13767,24,13767,24,13767,24,13767,24,13767,24,13769,24,13769,24,13769,24,13769,24,13770,24,13770,24,13771,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13772,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13773,24,13774,24,13774,24,13774,24,13774,24,13774,24,13774,24,13774,24,13774,24
"Assessment and Surveillance","MAM versus SAM ratio, indicator of improvement?","Elisa Dominguez","2013-01-28","https://www.en-net.org/question/958.aspx",10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10925,3,10927,3,10927,3,10927,3,10927,3,10927,3,10930,3,10930,3,10930,3,10930,3,10930,3,10930,3,10930,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3,10931,3
"Assessment and Surveillance","Mass screening in a district","Anonymous 684","2014-10-15","https://www.en-net.org/question/1502.aspx",10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10107,5,10109,5,10109,5,10109,5,10109,5,10109,5,10111,5,10111,5,10111,5,10111,5,10111,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10112,5,10113,5,10113,5,10113,5,10113,5,10113,5,10113,5,10113,5,10113,5,10113,5,10113,5,10114,5,10114,5,10114,5,10114,5
"Assessment and Surveillance","Maternal MUAC identification of at risk women","sanjeev pratap rao","2016-08-17","https://www.en-net.org/question/2598.aspx",9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9108,2,9110,2,9110,2,9110,2,9110,2,9110,2,9112,2,9112,2,9112,2,9112,2,9112,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9113,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2,9114,2
