"Theme","Topic","Author","Posted","Link","Views_20221001_084632","Replies_20221001_084632","Views_20221002_201631","Replies_20221002_201631","Views_20221003_211338","Replies_20221003_211338","Views_20221003_231544","Replies_20221003_231544","Views_20221004_091952","Replies_20221004_091952","Views_20221009_151543","Replies_20221009_151543","Views_20221018_041533","Replies_20221018_041533","Views_20221029_181606","Replies_20221029_181606","Views_20221029_203857","Replies_20221029_203857","Views_20221029_211158","Replies_20221029_211158","Views_20221030_032605","Replies_20221030_032605","Views_20221030_034925","Replies_20221030_034925","Views_20221030_044132","Replies_20221030_044132","Views_20221030_052139","Replies_20221030_052139","Views_20221030_061555","Replies_20221030_061555","Views_20221030_071138","Replies_20221030_071138","Views_20221030_081507","Replies_20221030_081507","Views_20221030_091235","Replies_20221030_091235","Views_20221030_101326","Replies_20221030_101326","Views_20221030_111056","Replies_20221030_111056","Views_20221030_122257","Replies_20221030_122257","Views_20221030_132952","Replies_20221030_132952","Views_20221030_141131","Replies_20221030_141131","Views_20221030_151317","Replies_20221030_151317","Views_20221030_161550","Replies_20221030_161550","Views_20221030_171553","Replies_20221030_171553","Views_20221030_181604","Replies_20221030_181604","Views_20221030_191037","Replies_20221030_191037","Views_20221030_201332","Replies_20221030_201332"
"Assessment and Surveillance","Negative Confidence Interval","Anonymous 310","2010-11-01","https://www.en-net.org/question/290.aspx",59230,3,59253,3,59269,3,59275,3,59282,3,59379,3,59577,3,59823,3,59824,3,59825,3,59827,3,59827,3,59827,3,59827,3,59828,3,59828,3,59828,3,59828,3,59829,3,59830,3,59830,3,59833,3,59834,3,59834,3,59836,3,59836,3,59837,3,59837,3,59838,3
"Assessment and Surveillance","New article : MUAC with WHZ or MUAC with WAZ - Which is better?","Mark Myatt","2018-12-03","https://www.en-net.org/question/3503.aspx",79487,3,79539,3,79564,3,79564,3,79573,3,79698,3,79961,3,80444,3,80445,3,80446,3,80461,3,80461,3,80465,3,80465,3,80465,3,80469,3,80470,3,80475,3,80477,3,80478,3,80479,3,80480,3,80483,3,80485,3,80485,3,80488,3,80489,3,80492,3,80493,3
"Assessment and Surveillance","New article on concurrent wasting and stunting","Mark Myatt","2018-11-26","https://www.en-net.org/question/3498.aspx",7896,2,7901,2,7903,2,7903,2,7903,2,7915,2,7943,2,7978,2,7978,2,7978,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7980,2,7981,2,7982,2,7982,2,7982,2,7983,2,7983,2
"Assessment and Surveillance","New review on the cost-efficiency and cost-effectiveness of the management of wasting in children","Anonymous 40429","2020-09-28","https://www.en-net.org/question/4093.aspx",4448,0,4449,0,4449,0,4449,0,4449,0,4459,0,4480,0,4512,0,4512,0,4512,0,4512,0,4513,0,4514,0,4515,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0,4516,0
"Assessment and Surveillance","New version of R package 'zscorer' available","Mark Myatt","2019-11-05","https://www.en-net.org/question/3787.aspx",9281,39,9285,39,9286,39,9286,39,9287,39,9319,39,9368,39,9442,39,9442,39,9442,39,9442,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9443,39,9444,39,9444,39
"Assessment and Surveillance","Nullification of a survey based on the plausibility report","Anonymous_G_W_40","2022-02-14","https://www.en-net.org/question/4492.aspx",2335,2,2335,2,2337,2,2337,2,2338,2,2349,2,2375,2,2410,2,2410,2,2410,2,2410,2,2410,2,2410,2,2410,2,2412,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2,2413,2
"Assessment and Surveillance","Nutrition Assessment for Refugiees & Host mixed population","Anonymous 2688","2014-10-08","https://www.en-net.org/question/1500.aspx",8784,7,8787,7,8788,7,8788,7,8788,7,8800,7,8828,7,8860,7,8860,7,8860,7,8861,7,8861,7,8862,7,8862,7,8862,7,8862,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7,8863,7
"Assessment and Surveillance","Nutrition assessment for Urban population","Anonymous 81","2010-04-06","https://www.en-net.org/question/203.aspx",10290,6,10292,6,10292,6,10292,6,10292,6,10307,6,10344,6,10397,6,10397,6,10398,6,10400,6,10400,6,10400,6,10400,6,10401,6,10401,6,10401,6,10401,6,10401,6,10401,6,10401,6,10401,6,10401,6,10402,6,10402,6,10403,6,10403,6,10403,6,10403,6
"Assessment and Surveillance","Nutrition assessment in small pieces livelihood zones","Anonymous 81","2013-02-01","https://www.en-net.org/question/965.aspx",11022,8,11031,8,11033,8,11033,8,11033,8,11053,8,11084,8,11115,8,11115,8,11115,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11116,8,11117,8
"Assessment and Surveillance","Nutrition Assessments in 8-19 years","james majaha","2015-06-01","https://www.en-net.org/question/1758.aspx",9162,2,9167,2,9171,2,9171,2,9173,2,9191,2,9228,2,9268,2,9269,2,9269,2,9270,2,9270,2,9271,2,9272,2,9273,2,9273,2,9273,2,9273,2,9274,2,9274,2,9274,2,9275,2,9275,2,9275,2,9275,2,9275,2,9275,2,9275,2,9275,2
"Assessment and Surveillance","Nutrition Causal Analysis - inputs for the development of a methodology","Hannah Mattinen","2010-08-25","https://www.en-net.org/question/248.aspx",12359,6,12361,6,12362,6,12362,6,12362,6,12375,6,12407,6,12442,6,12442,6,12442,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6,12443,6
"Assessment and Surveillance","Nutrition Causal Analysis: usefulness and application","Blessing Mureverwi","2015-04-09","https://www.en-net.org/question/1678.aspx",9387,5,9387,5,9387,5,9387,5,9387,5,9405,5,9438,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5,9470,5
"Assessment and Surveillance","Nutrition Data - Tanzania","Nicki Connell","2018-03-29","https://www.en-net.org/question/3274.aspx",6959,2,6962,2,6965,2,6965,2,6965,2,6974,2,7001,2,7028,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2,7029,2
"Assessment and Surveillance","Nutrition in emergency","Anonymous 3445","2017-03-30","https://www.en-net.org/question/2870.aspx",7877,2,7881,2,7884,2,7884,2,7884,2,7900,2,7923,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7955,2,7956,2,7956,2
"Assessment and Surveillance","Nutrition prevalence measurement","AS","2016-02-04","https://www.en-net.org/question/2355.aspx",9062,5,9068,5,9070,5,9070,5,9071,5,9085,5,9113,5,9144,5,9144,5,9144,5,9145,5,9145,5,9145,5,9145,5,9145,5,9145,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5,9146,5
"Assessment and Surveillance","Nutrition Program Coverage Thresholds","Damien Pereyra Ngono","2022-01-14","https://www.en-net.org/question/4469.aspx",3650,5,3652,5,3654,5,3654,5,3654,5,3676,5,3709,5,3757,5,3758,5,3758,5,3758,5,3758,5,3758,5,3761,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5,3762,5
"Assessment and Surveillance","Nutrition Sentinel Survey","benylali@yahoo.com","2014-11-12","https://www.en-net.org/question/1538.aspx",8851,1,8852,1,8854,1,8854,1,8854,1,8872,1,8892,1,8924,1,8924,1,8924,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1,8926,1
"Assessment and Surveillance","Nutrition Stabilization Center efficiency and referral system","Anonymous 2339","2017-02-23","https://www.en-net.org/question/2816.aspx",7242,1,7243,1,7244,1,7244,1,7245,1,7253,1,7276,1,7300,1,7300,1,7300,1,7300,1,7300,1,7300,1,7300,1,7300,1,7300,1,7300,1,7300,1,7301,1,7301,1,7302,1,7302,1,7302,1,7302,1,7302,1,7302,1,7302,1,7302,1,7302,1
"Assessment and Surveillance","Nutrition survey analysis- Associations","Dr. Farah Ibrahim","2011-04-07","https://www.en-net.org/question/402.aspx",11688,13,11692,13,11693,13,11693,13,11694,13,11711,13,11735,13,11772,13,11772,13,11772,13,11772,13,11772,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13,11774,13
"Assessment and Surveillance","Nutrition survey guidance in the context of COViD-19 - COVID-19","Carlos Grijalva-Eternod","2020-08-31","https://www.en-net.org/question/4071.aspx",4910,2,4912,2,4912,2,4912,2,4913,2,4922,2,4945,2,4969,2,4969,2,4972,2,4973,2,4973,2,4973,2,4973,2,4973,2,4973,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2,4974,2
"Assessment and Surveillance","Nutritional causal analysis","Mark Myatt","2018-08-02","https://www.en-net.org/question/3407.aspx",6157,1,6158,1,6159,1,6159,1,6159,1,6169,1,6188,1,6216,1,6216,1,6216,1,6216,1,6216,1,6216,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1,6217,1
"Assessment and Surveillance","Nutritional indicator baseline/evaluation","Kris","2015-06-25","https://www.en-net.org/question/1805.aspx",8784,1,8786,1,8787,1,8787,1,8787,1,8800,1,8821,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1,8854,1
"Assessment and Surveillance","nutritional indicators","Caroline André","2018-10-12","https://www.en-net.org/question/3471.aspx",5879,1,5880,1,5881,1,5881,1,5882,1,5894,1,5914,1,5944,1,5944,1,5944,1,5944,1,5944,1,5944,1,5944,1,5945,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1,5948,1
"Assessment and Surveillance","Nutritional status and vulnerability of older adults/older people (aged 50 +)","Mary Manandhar","2012-01-01","https://www.en-net.org/question/597.aspx",12589,10,12593,10,12595,10,12595,10,12595,10,12604,10,12635,10,12677,10,12677,10,12677,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10,12678,10
"Assessment and Surveillance","ODK Dietary Diversity Survey for Ethiopia","Kat Pittore","2019-03-05","https://www.en-net.org/question/3579.aspx",5936,2,5939,2,5940,2,5940,2,5942,2,5959,2,6001,2,6058,2,6058,2,6058,2,6060,2,6060,2,6060,2,6060,2,6060,2,6060,2,6061,2,6061,2,6061,2,6061,2,6062,2,6062,2,6062,2,6062,2,6062,2,6062,2,6062,2,6062,2,6062,2
"Assessment and Surveillance","Oedema","Njeri Waigwa","2013-04-17","https://www.en-net.org/question/1023.aspx",10241,2,10243,2,10244,2,10244,2,10246,2,10258,2,10285,2,10313,2,10313,2,10313,2,10314,2,10314,2,10314,2,10314,2,10314,2,10314,2,10314,2,10316,2,10316,2,10316,2,10316,2,10316,2,10317,2,10318,2,10318,2,10318,2,10318,2,10318,2,10318,2
"Assessment and Surveillance","Official Launch - Coverage Monitoring Network (CMN) Project","Saul Guerrero","2012-08-03","https://www.en-net.org/question/802.aspx",11564,1,11570,1,11572,1,11572,1,11572,1,11581,1,11609,1,11644,1,11644,1,11644,1,11644,1,11644,1,11646,1,11646,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1,11647,1
"Assessment and Surveillance","Optifoods software","Martin Njoroge","2014-06-23","https://www.en-net.org/question/1400.aspx",9353,2,9363,2,9364,2,9364,2,9365,2,9372,2,9400,2,9428,2,9428,2,9428,2,9428,2,9428,2,9428,2,9428,2,9430,2,9431,2,9431,2,9431,2,9431,2,9432,2,9432,2,9432,2,9432,2,9432,2,9432,2,9432,2,9432,2,9432,2,9432,2
"Assessment and Surveillance","Participatory Review of Coverage Methodologies","Jose Luis Alvarez Moran","2014-06-25","https://www.en-net.org/question/1402.aspx",11335,0,11338,0,11339,0,11339,0,11339,0,11349,0,11376,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11409,0,11410,0,11410,0,11410,0
"Assessment and Surveillance","PBM EN NÑOS: ¿brazo no dominante? / MUAC in children: non-dominant arm?","Spencer Rivadeneira","2019-07-13","https://www.en-net.org/question/3719.aspx",5379,2,5381,2,5383,2,5383,2,5383,2,5397,2,5422,2,5455,2,5455,2,5455,2,5457,2,5459,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5460,2,5462,2,5462,2
"Assessment and Surveillance","Performance of simplified MUAC classification devices with an improved design MUAC insertion tape","Mark Myatt","2018-02-22","https://www.en-net.org/question/3245.aspx",6941,2,6942,2,6944,2,6944,2,6944,2,6956,2,6979,2,7011,2,7011,2,7012,2,7012,2,7014,2,7014,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2,7015,2
"Assessment and Surveillance","Planning survey - village level data Turkana Kenya","Severine Frison","2012-10-23","https://www.en-net.org/question/870.aspx",10206,9,10207,9,10208,9,10208,9,10208,9,10220,9,10251,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9,10288,9
"Assessment and Surveillance","Plausable MUAC range for BMI calculation of Women in Reproductive Age Group [15 - 49]","Anonymous 377","2010-08-29","https://www.en-net.org/question/250.aspx",13046,2,13047,2,13049,2,13049,2,13050,2,13059,2,13083,2,13116,2,13116,2,13116,2,13116,2,13116,2,13118,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2,13120,2
"Assessment and Surveillance","Plausible/extreme values for MUAC","Severine Frison","2010-07-15","https://www.en-net.org/question/233.aspx",12964,6,12970,6,12971,6,12971,6,12973,6,12983,6,13017,6,13057,6,13057,6,13057,6,13057,6,13057,6,13057,6,13059,6,13059,6,13059,6,13059,6,13059,6,13059,6,13059,6,13059,6,13059,6,13059,6,13059,6,13060,6,13060,6,13060,6,13060,6,13060,6
"Assessment and Surveillance","PLW and children under measurements in survey","Anonymous 3267","2015-12-01","https://www.en-net.org/question/2282.aspx",11840,3,11851,3,11854,3,11854,3,11857,3,11877,3,11930,3,11983,3,11983,3,11983,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11984,3,11985,3,11985,3,11985,3,11985,3,11985,3,11985,3,11985,3
"Assessment and Surveillance","Poor digit preference for weight with digital scales","Leisel Talley","2010-04-05","https://www.en-net.org/question/202.aspx",9157,1,9161,1,9162,1,9162,1,9162,1,9179,1,9212,1,9264,1,9264,1,9265,1,9266,1,9266,1,9266,1,9266,1,9268,1,9268,1,9268,1,9268,1,9268,1,9268,1,9268,1,9268,1,9268,1,9268,1,9268,1,9269,1,9269,1,9269,1,9269,1
"Assessment and Surveillance","Population Conversion Factor","Addis Girma","2021-01-12","https://www.en-net.org/question/4180.aspx",4935,2,4942,2,4945,2,4945,2,4945,2,4964,2,4992,2,5046,2,5046,2,5046,2,5047,2,5047,2,5047,2,5047,2,5047,2,5047,2,5047,2,5047,2,5047,2,5048,2,5048,2,5048,2,5048,2,5048,2,5048,2,5048,2,5049,2,5050,2,5050,2
"Assessment and Surveillance","Portable length/height measuring board","Anonymous 3211","2016-09-07","https://www.en-net.org/question/2625.aspx",10074,11,10075,11,10075,11,10075,11,10076,11,10096,11,10138,11,10200,11,10200,11,10200,11,10203,11,10203,11,10203,11,10203,11,10206,11,10206,11,10206,11,10206,11,10206,11,10206,11,10207,11,10207,11,10207,11,10207,11,10207,11,10207,11,10207,11,10207,11,10207,11
"Assessment and Surveillance","Possibilités accrues pour le soutien de Tech RRT aux organisations individuelles","Andi Kendle","2017-09-25","https://www.en-net.org/question/3065.aspx",7334,0,7338,0,7340,0,7340,0,7340,0,7357,0,7387,0,7427,0,7427,0,7427,0,7427,0,7428,0,7429,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0
"Assessment and Surveillance","Precision of equipment to assess infants in surveys","Marie McGrath","2009-12-21","https://www.en-net.org/question/176.aspx",10872,5,10878,5,10881,5,10881,5,10883,5,10903,5,10929,5,10963,5,10963,5,10963,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10964,5,10965,5,10965,5,10965,5,10965,5,10965,5
"Assessment and Surveillance","Preference for combined GAM rate over GAM by MUAC or WHZ score","Anonymous_G_W_40","2022-03-21","https://www.en-net.org/question/4521.aspx",1828,4,1831,4,1833,4,1833,4,1833,4,1851,4,1880,4,1916,4,1916,4,1916,4,1917,4,1917,4,1917,4,1917,4,1917,4,1920,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4,1921,4
"Assessment and Surveillance","Prevalence and determinants of child malnutrition in Zimbabwe","Anonymous 38229","2020-11-20","https://www.en-net.org/question/4135.aspx",4404,2,4406,2,4407,2,4407,2,4408,2,4412,2,4436,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2,4465,2
"Assessment and Surveillance","Prévalence de la malnutrition aigue selon 3 critères (Z-score Poids-Taille et / ou PB et / ou œdème)","Damien Pereyra Ngono","2017-11-16","https://www.en-net.org/question/3124.aspx",8154,6,8157,6,8158,6,8159,6,8161,6,8173,6,8200,6,8240,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6,8241,6
"Assessment and Surveillance","Prevalence of Acute Malnutrition in PLW: When is it considered public health concern?","Tomas Z","2020-01-26","https://www.en-net.org/question/3837.aspx",5504,4,5504,4,5504,4,5504,4,5505,4,5518,4,5543,4,5580,4,5580,4,5580,4,5581,4,5583,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4,5584,4
"Assessment and Surveillance","prevalence of malnutrition in pregnant and lactating mothers","Kiran Deshpande Shukla","2012-04-22","https://www.en-net.org/question/695.aspx",8762,1,8765,1,8766,1,8767,1,8768,1,8775,1,8801,1,8832,1,8833,1,8833,1,8834,1,8834,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1,8836,1
"Assessment and Surveillance","prevalence of MAM AND SAM by MUAC","Anonymous 32967","2019-07-22","https://www.en-net.org/question/3721.aspx",5359,2,5362,2,5362,2,5362,2,5363,2,5373,2,5393,2,5426,2,5426,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5427,2,5428,2,5428,2,5429,2,5429,2,5429,2,5429,2,5430,2,5430,2
"Assessment and Surveillance","PREVALENCE OF OBESITY AND OVERWEIGHT IN CHILDREN BETWEEN 9 TO 12 YEARS","Malambo Choobe","2017-02-07","https://www.en-net.org/question/2802.aspx",7855,4,7858,4,7858,4,7858,4,7860,4,7870,4,7894,4,7933,4,7933,4,7933,4,7933,4,7934,4,7935,4,7936,4,7936,4,7936,4,7936,4,7936,4,7936,4,7936,4,7936,4,7937,4,7937,4,7937,4,7937,4,7938,4,7938,4,7938,4,7938,4
"Assessment and Surveillance","Probable reasons for a significantly higher rates of acute malnutrition in boys than girls","Main M. Chowdhury","2015-05-13","https://www.en-net.org/question/1730.aspx",11961,13,11967,13,11969,13,11969,13,11969,13,11990,13,12029,13,12086,13,12086,13,12086,13,12086,13,12086,13,12086,13,12086,13,12086,13,12087,13,12087,13,12087,13,12087,13,12087,13,12087,13,12089,13,12089,13,12089,13,12089,13,12089,13,12089,13,12089,13,12089,13
"Assessment and Surveillance","PROBIT estimator for GAM prevalence","Mark Myatt","2016-11-18","https://www.en-net.org/question/2741.aspx",7984,0,7987,0,7991,0,7991,0,7991,0,8001,0,8026,0,8063,0,8063,0,8063,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0,8066,0
"Assessment and Surveillance","Procurement of MUAC tapes","Hatty Barthorp","2017-04-12","https://www.en-net.org/question/2891.aspx",8939,11,8942,11,8942,11,8943,11,8943,11,8965,11,8995,11,9034,11,9034,11,9034,11,9036,11,9037,11,9038,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11,9040,11
"Assessment and Surveillance","producing HAZ distribution","Theo Dusingizimana","2018-06-15","https://www.en-net.org/question/3353.aspx",6269,1,6275,1,6277,1,6277,1,6277,1,6295,1,6319,1,6347,1,6347,1,6347,1,6349,1,6349,1,6350,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1,6352,1
"Assessment and Surveillance","Programmation de calculatrice Poids / Hauteur","Tammam Ali Mohammed Ahmed","2017-10-07","https://www.en-net.org/question/3079.aspx",7525,1,7528,1,7529,1,7529,1,7529,1,7540,1,7562,1,7602,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1,7603,1
"Assessment and Surveillance","Proportion of SAM - oedema","Anonymous 24408","2018-06-28","https://www.en-net.org/question/3370.aspx",6992,4,6996,4,6999,4,6999,4,7000,4,7011,4,7040,4,7073,4,7073,4,7073,4,7073,4,7073,4,7073,4,7073,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4,7074,4
"Assessment and Surveillance","Prospective or retrospective MUAC study","Jeff Matenda","2011-01-27","https://www.en-net.org/question/335.aspx",10569,7,10573,7,10575,7,10575,7,10576,7,10591,7,10618,7,10649,7,10649,7,10649,7,10649,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10651,7,10652,7
"Assessment and Surveillance","Publication of Nutrition and Mortality Survey","Anonymous 3757","2016-11-01","https://www.en-net.org/question/2708.aspx",8352,4,8357,4,8359,4,8359,4,8359,4,8368,4,8392,4,8424,4,8424,4,8424,4,8424,4,8424,4,8424,4,8424,4,8425,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4,8426,4
"Assessment and Surveillance","Qualitative stage 1(SQUEAC) for both OTP and SFP","Mutegi K","2014-03-26","https://www.en-net.org/question/1317.aspx",11903,5,11909,5,11910,5,11910,5,11910,5,11920,5,11947,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5,11980,5
"Assessment and Surveillance","Questionnaire on COVID's impact on nutrition and food security - COVID-19","Fabian","2021-03-02","https://www.en-net.org/question/4218.aspx",5600,5,5606,5,5608,5,5608,5,5609,5,5631,5,5672,5,5719,5,5719,5,5719,5,5720,5,5720,5,5720,5,5720,5,5721,5,5722,5,5723,5,5723,5,5723,5,5723,5,5724,5,5724,5,5724,5,5724,5,5724,5,5724,5,5725,5,5725,5,5725,5
"Assessment and Surveillance","Quick and (not) dirty","Anonymous 432","2010-09-24","https://www.en-net.org/question/269.aspx",10743,5,10747,5,10748,5,10748,5,10748,5,10766,5,10791,5,10824,5,10824,5,10824,5,10827,5,10827,5,10827,5,10827,5,10827,5,10827,5,10827,5,10827,5,10828,5,10828,5,10828,5,10828,5,10828,5,10828,5,10828,5,10828,5,10828,5,10828,5,10828,5
"Assessment and Surveillance","Random sampling without a proper map","Jenny Dörnemann","2011-05-19","https://www.en-net.org/question/435.aspx",11668,5,11675,5,11676,5,11676,5,11677,5,11691,5,11720,5,11757,5,11757,5,11757,5,11757,5,11757,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5,11758,5
"Assessment and Surveillance","Rapid MUAC Screening for Nutrition Assessment Purposes","Leah Richardson","2016-04-21","https://www.en-net.org/question/2465.aspx",10123,4,10131,4,10134,4,10134,4,10134,4,10151,4,10195,4,10251,4,10251,4,10252,4,10252,4,10252,4,10253,4,10253,4,10253,4,10253,4,10253,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4,10254,4
"Assessment and Surveillance","Rate of weight gain in Infants and Under 5","Charulatha Banerjee","2013-02-23","https://www.en-net.org/question/978.aspx",8742,2,8742,2,8742,2,8742,2,8742,2,8754,2,8771,2,8800,2,8800,2,8800,2,8802,2,8802,2,8802,2,8805,2,8806,2,8806,2,8806,2,8806,2,8806,2,8807,2,8807,2,8807,2,8807,2,8807,2,8807,2,8807,2,8807,2,8807,2,8807,2
"Assessment and Surveillance","Ratio of severe:moderate wasting and ratio of severe:moderate stunting","Ranjith","2015-02-28","https://www.en-net.org/question/1637.aspx",8904,2,8906,2,8906,2,8906,2,8906,2,8917,2,8944,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8980,2,8982,2,8982,2,8982,2,8982,2,8982,2,8982,2
"Assessment and Surveillance","Real and theoretical coverage of a nutrition program","Abdul","2019-10-10","https://www.en-net.org/question/3776.aspx",9403,3,9408,3,9413,3,9413,3,9413,3,9428,3,9451,3,9480,3,9480,3,9480,3,9480,3,9482,3,9482,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9483,3,9484,3,9484,3,9484,3
