"Theme","Topic","Author","Posted","Link","Views_20230401_004815","Replies_20230401_004815","Views_20230401_020559","Replies_20230401_020559","Views_20230401_023711","Replies_20230401_023711","Views_20230401_031347","Replies_20230401_031347","Views_20230401_041506","Replies_20230401_041506","Views_20230401_051325","Replies_20230401_051325","Views_20230401_061616","Replies_20230401_061616","Views_20230401_071306","Replies_20230401_071306","Views_20230401_081524","Replies_20230401_081524","Views_20230401_091255","Replies_20230401_091255","Views_20230401_101349","Replies_20230401_101349","Views_20230401_111141","Replies_20230401_111141","Views_20230401_121852","Replies_20230401_121852","Views_20230401_131414","Replies_20230401_131414","Views_20230401_141218","Replies_20230401_141218","Views_20230401_151322","Replies_20230401_151322","Views_20230401_161442","Replies_20230401_161442","Views_20230401_171213","Replies_20230401_171213","Views_20230401_181435","Replies_20230401_181435","Views_20230401_191136","Replies_20230401_191136","Views_20230401_201342","Replies_20230401_201342","Views_20230401_211226","Replies_20230401_211226","Views_20230401_221233","Replies_20230401_221233","Views_20230401_231305","Replies_20230401_231305","Views_20230402_004913","Replies_20230402_004913","Views_20230402_020653","Replies_20230402_020653","Views_20230402_031403","Replies_20230402_031403","Views_20230402_041445","Replies_20230402_041445","Views_20230402_051254","Replies_20230402_051254","Views_20230402_061527","Replies_20230402_061527","Views_20230402_071244","Replies_20230402_071244","Views_20230402_081506","Replies_20230402_081506","Views_20230402_091247","Replies_20230402_091247"
"Assessment and Surveillance","Is it valid to use similar cut-off points for prevalence of wasting using z scores for different countries and contexts?","Melaku Begashaw","2011-10-10","https://www.en-net.org/question/543.aspx",12948,16,12948,16,12948,16,12948,16,12948,16,12948,16,12948,16,12948,16,12948,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16,12949,16
"Assessment and Surveillance","Is mortality survey a must to be conducted along with SMART?","Anonymous 81","2013-12-03","https://www.en-net.org/question/1217.aspx",10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10095,3,10097,3,10097,3,10097,3,10097,3,10098,3,10098,3,10098,3,10098,3,10098,3,10098,3,10098,3
"Assessment and Surveillance","Is stunted children less prone to be wasted than normal children during emergency context?","Frederich Christian Tan","2015-05-05","https://www.en-net.org/question/1708.aspx",10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10092,7
"Assessment and Surveillance","Is there a way to estimate the average number of lactating women (not PLW) in any target population x in emergency?","sarah neusy","2020-01-22","https://www.en-net.org/question/3835.aspx",6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6356,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6358,4,6358,4,6358,4
"Assessment and Surveillance","Is there a way to present coverage when we do not have required number of SAM as sampled??","Main M. Chowdhury","2015-08-18","https://www.en-net.org/question/1879.aspx",11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11464,1,11465,1,11465,1,11465,1,11465,1,11465,1,11465,1,11465,1,11465,1,11465,1,11465,1
"Assessment and Surveillance","Is there any necessity to segment the large area to conduct multiple SMART survey instead of doing 1 SMART?","Md. Lalan Miah","2019-08-30","https://www.en-net.org/question/3740.aspx",6053,3,6053,3,6053,3,6053,3,6053,3,6053,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3,6054,3
"Assessment and Surveillance","IYCF and Nutritional Assessment Survey during Ramadan","Frederich Christian Tan","2014-06-20","https://www.en-net.org/question/1396.aspx",11914,12,11914,12,11914,12,11914,12,11914,12,11914,12,11914,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11915,12,11917,12,11917,12,11917,12,11917,12,11917,12,11917,12,11917,12,11917,12,11917,12,11917,12
"Assessment and Surveillance","IYCF Assessment","Shishay","2015-11-13","https://www.en-net.org/question/2261.aspx",9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9162,4,9163,4,9163,4,9163,4,9163,4,9163,4,9163,4,9163,4,9163,4,9163,4
"Assessment and Surveillance","IYCF E assessment","Safa Omer","2022-11-06","https://www.en-net.org/question/4709.aspx",505,2,505,2,505,2,505,2,506,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,508,2,509,2,509,2,509,2,509,2,509,2,509,2,509,2,509,2,509,2,509,2
"Assessment and Surveillance","IYCF Index","Anonymous 3210","2015-10-08","https://www.en-net.org/question/1949.aspx",8855,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2,8857,2
"Assessment and Surveillance","KAP Assessment in Nutrition Intervention sites","Anonymous 2824","2021-09-24","https://www.en-net.org/question/4405.aspx",4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4110,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1,4111,1
"Assessment and Surveillance","KAP based research","Loki Dawnwright","2023-01-14","https://www.en-net.org/question/4756.aspx",366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1,366,1
"Assessment and Surveillance","KAP Guidance","Leah Richardson","2016-04-21","https://www.en-net.org/question/2464.aspx",9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9628,4,9629,4,9629,4,9629,4,9629,4,9629,4,9629,4,9629,4,9629,4,9629,4
"Assessment and Surveillance","KAP surveys","Anonymous 557","2013-11-06","https://www.en-net.org/question/1194.aspx",13517,2,13517,2,13517,2,13517,2,13517,2,13517,2,13517,2,13517,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2,13518,2
"Assessment and Surveillance","Key questions regarding MUAC only programming - towards a research agenda","Mark Myatt","2015-10-05","https://www.en-net.org/question/1945.aspx",11348,8,11348,8,11348,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8,11349,8
"Assessment and Surveillance","late admission investigated by plotting MUAC","FRANCK ALE","2013-02-15","https://www.en-net.org/question/976.aspx",12041,1,12042,1,12042,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1,12043,1
"Assessment and Surveillance","Latest guideline for MUAC cutoff for PLWs","Anonymous 587","2020-10-21","https://www.en-net.org/question/4109.aspx",4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4877,1,4878,1,4878,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1,4879,1
"Assessment and Surveillance","Latest rapid nutrition assessment guidelines","Anonymous 24408","2019-07-05","https://www.en-net.org/question/3716.aspx",6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1,6029,1
"Assessment and Surveillance","Length of recall period during SMART survey","Rogers Wanyama","2013-02-11","https://www.en-net.org/question/966.aspx",10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10716,2,10717,2,10717,2,10717,2,10717,2,10717,2,10717,2,10717,2,10717,2
"Assessment and Surveillance","LINK NCA Analysts (researchers)","Anonymous 9558","2017-10-09","https://www.en-net.org/question/3080.aspx",7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0,7973,0
"Assessment and Surveillance","Logiciel d'analyse de données qualitatives (Freeware)","Tomas Zaba","2017-09-23","https://www.en-net.org/question/3060.aspx",9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9215,6,9216,6,9216,6,9216,6,9216,6,9216,6,9216,6,9216,6,9216,6,9216,6
"Assessment and Surveillance","Logistic Regression with SPSS","Diallo zakaria","2017-07-24","https://www.en-net.org/question/2998.aspx",10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10095,5,10096,5,10096,5,10096,5,10096,5,10096,5,10096,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5,10097,5
"Assessment and Surveillance","Looking for (a) reference/s about acute malnutrition prevalence by age group in the under fives","Victoria Sibson","2018-04-04","https://www.en-net.org/question/3275.aspx",7013,0,7014,0,7014,0,7014,0,7014,0,7014,0,7014,0,7014,0,7014,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7015,0,7016,0,7016,0,7016,0,7016,0,7016,0,7016,0,7016,0,7016,0,7017,0,7017,0
"Assessment and Surveillance","looking for adult stadiometers - urgently!","Victoria Sibson","2013-06-15","https://www.en-net.org/question/1079.aspx",9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9487,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1,9488,1
"Assessment and Surveillance","Looking for data on body-shape (Sri-Lanka / Myanmar)","Mark Myatt","2009-09-25","https://www.en-net.org/question/141.aspx",10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10312,4,10313,4,10313,4
"Assessment and Surveillance","Looking to contact Simon Kiarie Karanja","Mark Myatt","2015-09-22","https://www.en-net.org/question/1930.aspx",11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11962,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2,11963,2
"Assessment and Surveillance","Low OTP Coverage","Anonymous 2352","2013-10-28","https://www.en-net.org/question/1185.aspx",12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4,12321,4
"Assessment and Surveillance","LQAS -","Anonymous 81","2012-08-15","https://www.en-net.org/question/812.aspx",9890,1,9890,1,9890,1,9890,1,9890,1,9890,1,9890,1,9890,1,9890,1,9891,1,9891,1,9891,1,9891,1,9891,1,9891,1,9891,1,9892,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1,9894,1
"Assessment and Surveillance","LQAS Assessment Full Guidance","Anonymous 41501","2022-12-13","https://www.en-net.org/question/4732.aspx",501,1,501,1,501,1,501,1,501,1,502,1,502,1,503,1,504,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,505,1,506,1,507,1,507,1,508,1,508,1,509,1,509,1,510,1,511,1,511,1
"Assessment and Surveillance","LQAS for health facility surveys to measure program and data quality","Anonymous 3419","2016-01-14","https://www.en-net.org/question/2324.aspx",12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1,12420,1
"Assessment and Surveillance","LQAS types","Anonymous 81","2013-05-22","https://www.en-net.org/question/1047.aspx",13675,7,13675,7,13675,7,13675,7,13675,7,13675,7,13675,7,13675,7,13675,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7,13676,7
"Assessment and Surveillance","Malnutrition / ration de risque d'être mal nourri","Haitham shukfa","2017-12-02","https://www.en-net.org/question/3158.aspx",8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8178,3,8179,3,8179,3,8179,3,8179,3,8179,3,8179,3,8180,3,8180,3,8180,3,8180,3,8180,3,8181,3,8181,3,8181,3,8181,3,8181,3,8181,3,8181,3
"Assessment and Surveillance","Malnutrition & Disability, indicator and age","Severine Frison","2012-09-17","https://www.en-net.org/question/845.aspx",10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8,10456,8
"Assessment and Surveillance","Malnutrition among children 6-24months","Anonymous 422","2010-10-18","https://www.en-net.org/question/288.aspx",10348,1,10348,1,10348,1,10348,1,10348,1,10348,1,10348,1,10349,1,10349,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1,10350,1
"Assessment and Surveillance","malnutrition rate","Anonymous 2180","2013-09-24","https://www.en-net.org/question/1144.aspx",13335,24,13335,24,13335,24,13335,24,13335,24,13335,24,13335,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24,13336,24
"Assessment and Surveillance","MAM versus SAM ratio, indicator of improvement?","Elisa Dominguez","2013-01-28","https://www.en-net.org/question/958.aspx",10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10431,3,10432,3,10432,3,10432,3,10432,3,10432,3,10433,3
"Assessment and Surveillance","Mass screening in a district","Anonymous 684","2014-10-15","https://www.en-net.org/question/1502.aspx",9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5,9799,5
"Assessment and Surveillance","Maternal MUAC identification of at risk women","sanjeev pratap rao","2016-08-17","https://www.en-net.org/question/2598.aspx",8799,2,8799,2,8799,2,8799,2,8800,2,8800,2,8800,2,8800,2,8800,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2,8801,2
"Assessment and Surveillance","Maximum % of FLAG in SMART surveys","Anaïs","2013-01-28","https://www.en-net.org/question/957.aspx",9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9745,2,9746,2,9746,2
"Assessment and Surveillance","Measuring infants < 6 months of age - training","Marie McGrath","2009-04-29","https://www.en-net.org/question/85.aspx",9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1,9639,1
"Assessment and Surveillance","measuring sitting height","Pascale Delchevalerie","2012-02-07","https://www.en-net.org/question/636.aspx",10629,4,10629,4,10629,4,10629,4,10629,4,10629,4,10629,4,10629,4,10629,4,10629,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4,10630,4
"Assessment and Surveillance","Meeting on Nutrition Assessment, Counseling, and Support in HIV Services: Strategies, Tools, and Progress, September 14-17, 2010, Jinja, Uganda, Meeting Report","Dorothy Mora","2011-04-04","https://www.en-net.org/question/398.aspx",9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9580,0,9582,0,9582,0,9582,0,9582,0,9582,0,9583,0,9583,0,9583,0,9583,0,9583,0,9583,0,9583,0,9583,0,9583,0
"Assessment and Surveillance","Minimum acceptable diet indicators","Batakafua Bapandayi Pascal","2022-08-25","https://www.en-net.org/question/4657.aspx",996,1,996,1,996,1,996,1,997,1,997,1,997,1,997,1,997,1,997,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1,998,1
"Assessment and Surveillance","Minimum Number of Clusters in a SMART Survey","Anonymous 2352","2014-05-31","https://www.en-net.org/question/1385.aspx",12991,7,12991,7,12991,7,12991,7,12991,7,12991,7,12992,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12993,7,12994,7,12994,7,12994,7,12994,7,12994,7,12998,7,12999,7,12999,7
"Assessment and Surveillance","Minimum SAM levels for coverage assessment?","Gwyneth Cotes","2012-04-23","https://www.en-net.org/question/696.aspx",11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1,11850,1
"Assessment and Surveillance","Minimum sample size sufficient for IYCF indicators","Adama Ndiaye","2018-11-26","https://www.en-net.org/question/3499.aspx",6951,4,6951,4,6951,4,6951,4,6951,4,6951,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4,6952,4
"Assessment and Surveillance","Minimum Union Councils (UC) for SQUEAC due to any reasons","Anonymous 739","2014-02-07","https://www.en-net.org/question/1268.aspx",11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1,11285,1
"Assessment and Surveillance","Misdiagnosis acute malnutrition Peulh/Fulani children","Mija Ververs","2012-05-01","https://www.en-net.org/question/707.aspx",11550,20,11550,20,11550,20,11550,20,11550,20,11550,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11551,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20,11554,20
"Assessment and Surveillance","MNCH project survey","Mumtaz Ali","2022-08-13","https://www.en-net.org/question/4652.aspx",712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1,712,1
"Assessment and Surveillance","Modèle pour la production de systèmes de mesures de longueur en bois","Indi Trehan","2017-10-05","https://www.en-net.org/question/3074.aspx",9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9052,5,9053,5,9053,5,9053,5,9053,5,9053,5
"Assessment and Surveillance","Modified EPI vs Segmentation in Urban Settings","Anonymous 1354","2012-04-12","https://www.en-net.org/question/689.aspx",12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12132,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15,12133,15
"Assessment and Surveillance","Monitoring Nutritional Status Trends in response to changes in Food Insecurity.","Rogers Wanyama","2011-06-26","https://www.en-net.org/question/475.aspx",10274,7,10274,7,10274,7,10274,7,10274,7,10274,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7,10276,7
"Assessment and Surveillance","Monitoring, evaluation and learning plan child and maternal nutrition interventions","Anonymous 3649","2021-06-02","https://www.en-net.org/question/4316.aspx",4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4540,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1,4541,1
"Assessment and Surveillance","Mortality in an Emergency Context","Anonymous 147","2011-10-10","https://www.en-net.org/question/544.aspx",10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10294,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3,10295,3
"Assessment and Surveillance","MUAC ANALYSE","FRANCK ALE","2013-03-14","https://www.en-net.org/question/991.aspx",12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5,12316,5
"Assessment and Surveillance","MUAC and Mortality relationship","Assaye","2010-04-02","https://www.en-net.org/question/200.aspx",11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11741,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11742,13,11743,13,11743,13,11743,13,11743,13,11743,13,11743,13
"Assessment and Surveillance","MUAC and oedema","Susana Moreno Romero","2012-04-24","https://www.en-net.org/question/698.aspx",13790,18,13790,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13791,18,13792,18,13792,18,13792,18,13792,18
"Assessment and Surveillance","MUAC and overnutrition in adults","Anonymous 182","2013-01-24","https://www.en-net.org/question/952.aspx",11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2,11474,2
