"Theme","Topic","Author","Posted","Link","Views_20240301_005421","Replies_20240301_005421","Views_20240301_020040","Replies_20240301_020040","Views_20240301_023235","Replies_20240301_023235","Views_20240301_032341","Replies_20240301_032341","Views_20240301_042309","Replies_20240301_042309","Views_20240301_052230","Replies_20240301_052230","Views_20240301_062510","Replies_20240301_062510","Views_20240301_072148","Replies_20240301_072148","Views_20240301_082231","Replies_20240301_082231","Views_20240301_092302","Replies_20240301_092302","Views_20240301_102110","Replies_20240301_102110","Views_20240301_112015","Replies_20240301_112015","Views_20240301_122736","Replies_20240301_122736","Views_20240301_132144","Replies_20240301_132144","Views_20240301_141938","Replies_20240301_141938","Views_20240301_152215","Replies_20240301_152215","Views_20240301_162138","Replies_20240301_162138","Views_20240301_172423","Replies_20240301_172423","Views_20240301_182412","Replies_20240301_182412","Views_20240301_192115","Replies_20240301_192115","Views_20240301_202215","Replies_20240301_202215","Views_20240301_212156","Replies_20240301_212156","Views_20240301_221904","Replies_20240301_221904","Views_20240301_232136","Replies_20240301_232136","Views_20240302_004949","Replies_20240302_004949","Views_20240302_014950","Replies_20240302_014950","Views_20240302_022431","Replies_20240302_022431","Views_20240302_032200","Replies_20240302_032200","Views_20240302_042257","Replies_20240302_042257","Views_20240302_052130","Replies_20240302_052130","Views_20240302_062432","Replies_20240302_062432","Views_20240302_071955","Replies_20240302_071955","Views_20240302_082237","Replies_20240302_082237","Views_20240302_092038","Replies_20240302_092038","Views_20240302_102112","Replies_20240302_102112","Views_20240302_112002","Replies_20240302_112002","Views_20240302_122648","Replies_20240302_122648","Views_20240302_131927","Replies_20240302_131927","Views_20240302_141937","Replies_20240302_141937","Views_20240302_152039","Replies_20240302_152039","Views_20240302_162259","Replies_20240302_162259","Views_20240302_171952","Replies_20240302_171952","Views_20240302_182335","Replies_20240302_182335","Views_20240302_191853","Replies_20240302_191853","Views_20240302_202041","Replies_20240302_202041","Views_20240302_211833","Replies_20240302_211833","Views_20240302_222008","Replies_20240302_222008","Views_20240302_232111","Replies_20240302_232111","Views_20240303_005117","Replies_20240303_005117","Views_20240303_015407","Replies_20240303_015407","Views_20240303_022925","Replies_20240303_022925","Views_20240303_032044","Replies_20240303_032044","Views_20240303_042417","Replies_20240303_042417","Views_20240303_052124","Replies_20240303_052124","Views_20240303_062339","Replies_20240303_062339","Views_20240303_072024","Replies_20240303_072024","Views_20240303_082234","Replies_20240303_082234","Views_20240303_092127","Replies_20240303_092127","Views_20240303_102337","Replies_20240303_102337","Views_20240303_111911","Replies_20240303_111911","Views_20240303_122650","Replies_20240303_122650","Views_20240303_132027","Replies_20240303_132027","Views_20240303_142037","Replies_20240303_142037","Views_20240303_152053","Replies_20240303_152053","Views_20240303_162209","Replies_20240303_162209","Views_20240303_171923","Replies_20240303_171923","Views_20240303_182207","Replies_20240303_182207","Views_20240303_191851","Replies_20240303_191851","Views_20240303_202141","Replies_20240303_202141","Views_20240303_212103","Replies_20240303_212103","Views_20240303_221836","Replies_20240303_221836","Views_20240303_232040","Replies_20240303_232040","Views_20240304_004946","Replies_20240304_004946","Views_20240304_020927","Replies_20240304_020927","Views_20240304_031122","Replies_20240304_031122","Views_20240304_035351","Replies_20240304_035351","Views_20240304_045034","Replies_20240304_045034","Views_20240304_055515","Replies_20240304_055515","Views_20240304_070951","Replies_20240304_070951","Views_20240304_080719","Replies_20240304_080719","Views_20240304_094303","Replies_20240304_094303","Views_20240304_113016","Replies_20240304_113016","Views_20240304_123300","Replies_20240304_123300","Views_20240304_132313","Replies_20240304_132313","Views_20240304_142129","Replies_20240304_142129"
"Assessment and Surveillance","Assessment of nutrition","Ikechukwu Eberendu","2021-11-29","https://www.en-net.org/question/4451.aspx",4684,2,4684,2,4684,2,4685,2,4685,2,4685,2,4685,2,4686,2,4687,2,4687,2,4687,2,4687,2,4687,2,4687,2,4687,2,4688,2,4689,2,4689,2,4690,2,4690,2,4690,2,4690,2,4690,2,4690,2,4690,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4691,2,4692,2,4692,2,4692,2,4692,2,4692,2,4692,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2,4693,2
"Assessment and Surveillance","Automatic WHZ calculation in excel database","Niederberger, Nicole","2018-10-29","https://www.en-net.org/question/3482.aspx",12685,7,12685,7,12685,7,12686,7,12686,7,12686,7,12686,7,12686,7,12687,7,12688,7,12688,7,12688,7,12688,7,12688,7,12688,7,12690,7,12690,7,12691,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12692,7,12693,7,12693,7,12694,7,12694,7,12694,7,12695,7,12695,7,12695,7,12696,7,12696,7,12696,7,12696,7,12696,7,12696,7,12696,7,12696,7,12696,7,12697,7,12698,7,12698,7,12698,7,12698,7,12699,7,12700,7,12701,7,12701,7,12701,7,12701,7,12701,7,12701,7,12701,7,12701,7,12701,7,12701,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12703,7,12704,7
"Assessment and Surveillance","Base de données / logiciel","Anonymous 1578","2017-09-24","https://www.en-net.org/question/3063.aspx",8380,3,8380,3,8380,3,8380,3,8380,3,8380,3,8380,3,8380,3,8381,3,8381,3,8381,3,8381,3,8381,3,8381,3,8381,3,8382,3,8382,3,8383,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8384,3,8385,3,8385,3,8385,3,8385,3,8385,3,8385,3,8385,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8386,3,8387,3,8387,3,8387,3,8387,3
"Assessment and Surveillance","Baseline and Endline KAP survey villages_Matching","Tammam Ali Mohammed Ahmed","2015-12-20","https://www.en-net.org/question/2306.aspx",11490,2,11490,2,11490,2,11490,2,11490,2,11490,2,11490,2,11490,2,11490,2,11490,2,11491,2,11491,2,11491,2,11491,2,11491,2,11492,2,11492,2,11493,2,11494,2,11494,2,11494,2,11494,2,11495,2,11495,2,11495,2,11495,2,11495,2,11495,2,11495,2,11495,2,11495,2,11496,2,11496,2,11496,2,11496,2,11496,2,11496,2,11496,2,11496,2,11496,2,11496,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11498,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11499,2,11500,2,11500,2,11500,2,11500,2
"Assessment and Surveillance","Bayes Calculator","Felicity Munene","2015-10-28","https://www.en-net.org/question/2230.aspx",12201,2,12201,2,12201,2,12201,2,12202,2,12202,2,12202,2,12202,2,12202,2,12202,2,12202,2,12202,2,12202,2,12202,2,12202,2,12203,2,12203,2,12204,2,12205,2,12205,2,12205,2,12206,2,12206,2,12206,2,12206,2,12206,2,12206,2,12207,2,12207,2,12207,2,12207,2,12207,2,12207,2,12207,2,12207,2,12207,2,12208,2,12208,2,12208,2,12208,2,12208,2,12208,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2,12209,2
"Assessment and Surveillance","Bayes Calculator","Freddy H.","2011-12-14","https://www.en-net.org/question/586.aspx",12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12193,1,12194,1,12195,1,12195,1,12198,1,12199,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1,12201,1
"Assessment and Surveillance","Before and after survey results","Anonymous 402","2011-04-03","https://www.en-net.org/question/394.aspx",10500,2,10500,2,10500,2,10500,2,10500,2,10501,2,10501,2,10501,2,10501,2,10502,2,10502,2,10502,2,10502,2,10502,2,10502,2,10503,2,10503,2,10504,2,10505,2,10505,2,10505,2,10505,2,10505,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10506,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10507,2,10508,2,10508,2,10508,2,10508,2,10508,2,10508,2,10508,2,10508,2,10508,2,10508,2,10508,2
"Assessment and Surveillance","Before and an after holiday effect-on nutritional indices","Asmelash","2015-10-07","https://www.en-net.org/question/1948.aspx",9935,7,9935,7,9935,7,9935,7,9935,7,9935,7,9935,7,9935,7,9935,7,9935,7,9935,7,9936,7,9937,7,9937,7,9937,7,9938,7,9938,7,9939,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9940,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9941,7,9943,7,9943,7,9943,7,9943,7,9943,7,9943,7,9943,7,9943,7,9943,7,9943,7,9943,7
"Assessment and Surveillance","Best suited method for survey","Sarah","2022-06-13","https://www.en-net.org/question/4588.aspx",1454,1,1454,1,1454,1,1454,1,1454,1,1454,1,1454,1,1454,1,1455,1,1455,1,1455,1,1455,1,1455,1,1455,1,1455,1,1456,1,1457,1,1457,1,1458,1,1458,1,1458,1,1458,1,1458,1,1459,1,1459,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1460,1,1461,1,1461,1,1461,1,1461,1,1461,1,1461,1,1461,1,1461,1,1461,1,1461,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1,1462,1
"Assessment and Surveillance","BMI","Abdallah Adam Eissa","2009-10-05","https://www.en-net.org/question/148.aspx",10830,2,10830,2,10830,2,10830,2,10830,2,10830,2,10830,2,10831,2,10832,2,10832,2,10832,2,10832,2,10832,2,10832,2,10832,2,10832,2,10833,2,10833,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10835,2,10836,2,10836,2,10836,2,10836,2,10836,2,10836,2,10836,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10837,2,10839,2,10839,2,10839,2,10840,2,10840,2,10840,2,10841,2,10841,2,10841,2,10841,2
"Assessment and Surveillance","BMI for age or WfH?","Mija Ververs","2012-10-17","https://www.en-net.org/question/868.aspx",12390,1,12390,1,12390,1,12391,1,12391,1,12391,1,12391,1,12391,1,12391,1,12392,1,12392,1,12392,1,12393,1,12393,1,12394,1,12395,1,12395,1,12396,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12397,1,12398,1,12398,1,12398,1,12398,1,12398,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12399,1,12400,1,12400,1,12400,1,12400,1,12400,1,12400,1,12400,1,12400,1,12400,1,12401,1,12401,1,12401,1,12401,1,12401,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1,12402,1
"Assessment and Surveillance","Body shape","Severine Frison","2010-08-06","https://www.en-net.org/question/238.aspx",10755,4,10755,4,10755,4,10755,4,10756,4,10756,4,10756,4,10756,4,10756,4,10756,4,10756,4,10756,4,10757,4,10757,4,10757,4,10757,4,10758,4,10760,4,10761,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10762,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10763,4,10764,4,10764,4,10764,4,10764,4,10764,4,10764,4,10764,4,10764,4,10765,4,10765,4,10765,4,10765,4,10765,4,10765,4,10765,4,10765,4,10765,4,10765,4,10765,4
"Assessment and Surveillance","body shape in children under 24 months old","Merry Fitzpatrick","2011-04-24","https://www.en-net.org/question/410.aspx",11887,3,11887,3,11887,3,11887,3,11888,3,11888,3,11888,3,11888,3,11888,3,11888,3,11888,3,11888,3,11888,3,11888,3,11888,3,11889,3,11890,3,11891,3,11892,3,11892,3,11892,3,11893,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11894,3,11895,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11896,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3,11897,3
"Assessment and Surveillance","BSFP sample size calculation","Daniel","2023-10-09","https://www.en-net.org/question/4949.aspx",445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,445,0,446,0,447,0,447,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,448,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,449,0,450,0,450,0,450,0,450,0,451,0,451,0,451,0,451,0
"Assessment and Surveillance","Calcul des proportions de couverture","Anonymous 14628","2017-09-21","https://www.en-net.org/question/3058.aspx",9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9082,2,9082,2,9083,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9084,2,9085,2,9085,2,9085,2,9085,2,9085,2,9085,2,9085,2,9085,2,9085,2,9086,2,9086,2,9086,2,9086,2,9086,2,9086,2,9088,2,9088,2,9088,2,9088,2,9088,2,9088,2,9088,2,9088,2,9088,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2,9089,2
"Assessment and Surveillance","Calculate acute malnutrition using SPSS","Aschalew Kassahun","2017-05-08","https://www.en-net.org/question/2917.aspx",10202,2,10202,2,10202,2,10202,2,10202,2,10202,2,10202,2,10202,2,10202,2,10202,2,10203,2,10203,2,10203,2,10203,2,10203,2,10204,2,10204,2,10205,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10206,2,10207,2,10207,2,10207,2,10207,2,10207,2,10207,2,10207,2,10207,2,10208,2,10208,2,10209,2,10209,2,10209,2,10209,2,10209,2,10209,2,10209,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10210,2,10211,2,10211,2,10211,2,10211,2,10211,2,10211,2,10211,2,10211,2,10211,2,10211,2,10211,2
"Assessment and Surveillance","Calculating a sample size to detect associations between maternal nutrition, HH food security status and dietary diversity.","Briony","2015-07-06","https://www.en-net.org/question/1820.aspx",12247,4,12247,4,12247,4,12247,4,12247,4,12247,4,12247,4,12247,4,12247,4,12247,4,12249,4,12249,4,12249,4,12249,4,12249,4,12250,4,12250,4,12251,4,12252,4,12252,4,12252,4,12252,4,12252,4,12253,4,12254,4,12254,4,12254,4,12255,4,12255,4,12255,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12256,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12257,4,12258,4,12259,4,12259,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12261,4,12262,4,12262,4
"Assessment and Surveillance","Calculating beneficiary numbers of SAM/MAM using prevalence","Ali Maclaine","2011-01-19","https://www.en-net.org/question/331.aspx",14190,3,14190,3,14190,3,14190,3,14191,3,14191,3,14191,3,14191,3,14191,3,14192,3,14192,3,14193,3,14193,3,14193,3,14193,3,14194,3,14194,3,14195,3,14196,3,14196,3,14196,3,14197,3,14197,3,14197,3,14197,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14198,3,14199,3,14199,3,14199,3,14199,3,14199,3,14200,3,14200,3,14200,3,14201,3,14201,3,14201,3,14201,3,14201,3,14201,3,14201,3,14201,3,14201,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14202,3,14203,3,14203,3,14203,3,14203,3,14203,3
"Assessment and Surveillance","Calculating IYCF indicators using EPI INFO","Anonymous 402","2012-08-10","https://www.en-net.org/question/808.aspx",10742,0,10742,0,10742,0,10743,0,10743,0,10743,0,10743,0,10744,0,10744,0,10744,0,10744,0,10744,0,10744,0,10744,0,10744,0,10745,0,10745,0,10746,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10747,0,10748,0,10748,0,10748,0,10748,0,10748,0,10748,0,10748,0,10748,0,10749,0,10749,0,10749,0,10750,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10751,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0,10752,0
"Assessment and Surveillance","Calculating SAM and MAM caseload for treatment programmes","Anonymous 24408","2019-05-24","https://www.en-net.org/question/3669.aspx",9751,8,9751,8,9751,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9752,8,9753,8,9754,8,9754,8,9755,8,9755,8,9755,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9756,8,9757,8,9758,8,9758,8,9758,8,9758,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9759,8,9760,8,9760,8,9760,8,9760,8
"Assessment and Surveillance","Calculating variance and DEFF for stratified sampling","Blessing Mureverwi","2014-03-28","https://www.en-net.org/question/1322.aspx",11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11647,4,11648,4,11648,4,11649,4,11650,4,11650,4,11650,4,11650,4,11650,4,11651,4,11651,4,11651,4,11652,4,11652,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11653,4,11655,4,11655,4,11655,4,11655,4,11655,4,11655,4,11655,4,11655,4,11656,4,11656,4,11656,4,11656,4,11656,4,11656,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4,11657,4
"Assessment and Surveillance","Calculating Z-scores with ENA or WHO macro","Bindi Borg","2018-04-04","https://www.en-net.org/question/3276.aspx",11514,3,11514,3,11514,3,11514,3,11514,3,11514,3,11514,3,11514,3,11514,3,11514,3,11515,3,11515,3,11515,3,11515,3,11515,3,11516,3,11516,3,11517,3,11518,3,11518,3,11518,3,11518,3,11518,3,11518,3,11519,3,11519,3,11519,3,11519,3,11519,3,11519,3,11519,3,11519,3,11519,3,11520,3,11521,3,11522,3,11522,3,11522,3,11522,3,11522,3,11522,3,11522,3,11523,3,11523,3,11523,3,11524,3,11524,3,11524,3,11524,3,11524,3,11524,3,11524,3,11524,3,11525,3,11525,3,11525,3,11525,3,11525,3,11525,3,11525,3,11525,3,11526,3,11526,3,11526,3,11527,3,11527,3,11527,3,11527,3,11527,3,11527,3,11527,3,11527,3,11528,3,11528,3,11528,3,11528,3,11528,3,11528,3,11528,3,11528,3,11528,3,11529,3,11529,3,11529,3,11529,3
"Assessment and Surveillance","Calculation of Mortality Rates","Leah Richardson","2015-07-01","https://www.en-net.org/question/1813.aspx",26645,4,26645,4,26645,4,26646,4,26647,4,26648,4,26649,4,26650,4,26650,4,26650,4,26650,4,26650,4,26650,4,26650,4,26650,4,26651,4,26651,4,26652,4,26653,4,26653,4,26653,4,26653,4,26654,4,26654,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26655,4,26657,4,26657,4,26657,4,26657,4,26657,4,26657,4,26657,4,26657,4,26657,4,26657,4,26658,4,26659,4,26659,4,26659,4,26659,4,26659,4,26659,4,26659,4,26659,4,26659,4,26659,4,26659,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26660,4,26661,4,26661,4,26661,4,26661,4,26662,4,26662,4
"Assessment and Surveillance","Calculation of MUAC Z Scores (Age)","Anonymous 3991","2016-10-13","https://www.en-net.org/question/2681.aspx",17381,8,17382,8,17382,8,17382,8,17383,8,17383,8,17384,8,17384,8,17384,8,17385,8,17385,8,17385,8,17385,8,17386,8,17386,8,17387,8,17387,8,17388,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17389,8,17390,8,17390,8,17390,8,17391,8,17391,8,17391,8,17391,8,17391,8,17391,8,17391,8,17391,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17393,8,17394,8,17395,8,17395,8,17395,8,17395,8,17395,8,17396,8,17396,8,17396,8,17396,8,17399,8,17399,8,17399,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8,17401,8
"Assessment and Surveillance","Calculation of under 2 years MAM children.","Anonymous 12345","2015-02-02","https://www.en-net.org/question/1603.aspx",9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9188,1,9189,1,9189,1,9190,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9191,1,9192,1,9192,1,9192,1,9192,1,9192,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1,9193,1
