"Theme","Topic","Author","Posted","Link","Views_20220701_023608","Replies_20220701_023608","Views_20220701_042003","Replies_20220701_042003","Views_20220701_053855","Replies_20220701_053855","Views_20220701_063402","Replies_20220701_063402","Views_20220701_072530","Replies_20220701_072530","Views_20220701_083330","Replies_20220701_083330","Views_20220701_092735","Replies_20220701_092735","Views_20220701_102950","Replies_20220701_102950","Views_20220701_112152","Replies_20220701_112152","Views_20220701_125310","Replies_20220701_125310","Views_20220701_134616","Replies_20220701_134616","Views_20220701_142500","Replies_20220701_142500","Views_20220701_152952","Replies_20220701_152952","Views_20220701_164129","Replies_20220701_164129","Views_20220701_172948","Replies_20220701_172948","Views_20220701_183351","Replies_20220701_183351","Views_20220701_192145","Replies_20220701_192145","Views_20220701_202857","Replies_20220701_202857","Views_20220701_212241","Replies_20220701_212241","Views_20220701_222501","Replies_20220701_222501","Views_20220701_232544","Replies_20220701_232544","Views_20220702_022152","Replies_20220702_022152","Views_20220702_040631","Replies_20220702_040631","Views_20220702_052557","Replies_20220702_052557","Views_20220702_063011","Replies_20220702_063011","Views_20220702_072253","Replies_20220702_072253","Views_20220702_083051","Replies_20220702_083051","Views_20220702_092416","Replies_20220702_092416","Views_20220702_102731","Replies_20220702_102731","Views_20220702_112108","Replies_20220702_112108","Views_20220702_124117","Replies_20220702_124117","Views_20220702_133119","Replies_20220702_133119","Views_20220702_142230","Replies_20220702_142230","Views_20220702_152620","Replies_20220702_152620","Views_20220702_163342","Replies_20220702_163342","Views_20220702_172353","Replies_20220702_172353","Views_20220702_182957","Replies_20220702_182957","Views_20220702_192020","Replies_20220702_192020","Views_20220702_202620","Replies_20220702_202620","Views_20220702_212147","Replies_20220702_212147","Views_20220702_222454","Replies_20220702_222454","Views_20220702_232411","Replies_20220702_232411","Views_20220703_022811","Replies_20220703_022811","Views_20220703_035831","Replies_20220703_035831","Views_20220703_043720","Replies_20220703_043720","Views_20220703_052309","Replies_20220703_052309","Views_20220703_063101","Replies_20220703_063101","Views_20220703_072340","Replies_20220703_072340","Views_20220703_082902","Replies_20220703_082902","Views_20220703_092440","Replies_20220703_092440","Views_20220703_102802","Replies_20220703_102802","Views_20220703_112206","Replies_20220703_112206","Views_20220703_124146","Replies_20220703_124146","Views_20220703_133148","Replies_20220703_133148","Views_20220703_142237","Replies_20220703_142237","Views_20220703_152546","Replies_20220703_152546","Views_20220703_163352","Replies_20220703_163352","Views_20220703_172515","Replies_20220703_172515","Views_20220703_182913","Replies_20220703_182913","Views_20220703_192033","Replies_20220703_192033","Views_20220703_202542","Replies_20220703_202542","Views_20220703_212208","Replies_20220703_212208","Views_20220703_222416","Replies_20220703_222416","Views_20220703_232602","Replies_20220703_232602","Views_20220704_023044","Replies_20220704_023044","Views_20220704_041338","Replies_20220704_041338","Views_20220704_053602","Replies_20220704_053602","Views_20220704_063714","Replies_20220704_063714","Views_20220704_072507","Replies_20220704_072507","Views_20220704_083441","Replies_20220704_083441","Views_20220704_092755","Replies_20220704_092755","Views_20220704_103147","Replies_20220704_103147","Views_20220704_112253","Replies_20220704_112253","Views_20220704_130135","Replies_20220704_130135","Views_20220704_134539","Replies_20220704_134539","Views_20220704_142313","Replies_20220704_142313","Views_20220704_152917","Replies_20220704_152917","Views_20220704_163726","Replies_20220704_163726","Views_20220704_172910","Replies_20220704_172910","Views_20220704_183154","Replies_20220704_183154","Views_20220704_192237","Replies_20220704_192237"
"Micronutrients","RR of mortality by degree of anemia","Abel","2012-01-19","https://www.en-net.org/question/619.aspx",8881,2,8881,2,8882,2,8882,2,8882,2,8882,2,8882,2,8882,2,8882,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8883,2,8884,2,8884,2,8884,2,8884,2,8884,2,8884,2,8884,2,8884,2,8884,2,8884,2,8885,2,8885,2,8885,2,8885,2,8885,2,8885,2,8885,2,8885,2,8885,2,8885,2,8885,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2,8886,2
"Micronutrients","Scaling Up Rice Fortification in West Africa: Sight and Life and World Food Programme Supplement:","Jo Lofthouse","2018-12-19","https://www.en-net.org/question/3517.aspx",5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5410,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5412,0,5413,0,5413,0,5413,0,5413,0,5413,0,5413,0,5413,0,5414,0,5414,0,5414,0,5414,0,5414,0,5414,0,5414,0,5414,0,5414,0,5414,0
"Micronutrients","Screening and Treatment protocols in Anaemia amongst adolescent girls","Suranjeen Prasad Pallipamula","2010-08-31","https://www.en-net.org/question/251.aspx",9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9673,1,9674,1,9674,1,9674,1,9675,1,9675,1,9675,1,9675,1,9676,1,9676,1,9676,1,9676,1,9677,1,9677,1,9677,1,9677,1,9677,1,9677,1,9677,1,9677,1,9678,1,9678,1,9679,1,9679,1,9679,1,9679,1,9679,1,9679,1,9679,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9680,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1,9681,1
"Micronutrients","Sphere Project 2010: Consultation on the Revision of Micronutrient Indicators","Andy Seal","2009-09-29","https://www.en-net.org/question/142.aspx",11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11178,2,11179,2,11179,2,11179,2,11179,2,11179,2,11179,2,11179,2,11180,2,11180,2,11180,2,11180,2,11180,2,11181,2,11181,2,11181,2,11182,2,11182,2,11182,2,11182,2,11182,2,11182,2,11182,2,11182,2,11182,2,11183,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11185,2,11186,2,11186,2,11186,2,11186,2,11186,2,11186,2,11186,2,11186,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11188,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2,11189,2
"Micronutrients","Sprinkle Guidelines","Nicholus Tint Zaw","2015-04-24","https://www.en-net.org/question/1699.aspx",8574,3,8574,3,8574,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8575,3,8576,3,8576,3,8577,3,8577,3,8577,3,8577,3,8577,3,8577,3,8577,3,8577,3,8577,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8578,3,8579,3,8579,3,8579,3,8579,3,8579,3,8579,3,8579,3,8579,3,8579,3,8579,3
"Micronutrients","Test kits for  micronutrients","Edem","2016-11-28","https://www.en-net.org/question/2747.aspx",7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7681,0,7682,0,7682,0,7682,0,7682,0,7682,0,7682,0,7682,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0,7683,0
"Micronutrients","thiamine dosing for infantile beriberi","Anonymous 28348","2018-10-25","https://www.en-net.org/question/3479.aspx",6364,1,6364,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6365,1,6366,1,6366,1,6367,1,6367,1,6367,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6368,1,6369,1,6369,1,6369,1,6369,1,6369,1,6369,1,6369,1,6369,1,6369,1,6369,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6370,1,6371,1,6371,1,6371,1,6371,1,6371,1,6371,1,6371,1,6371,1
"Micronutrients","Upto what extend iron flour fortification can increase the Hb level of anemic adolescent women if iron fortified wheat flour is feed to these anemic adolescent women for 3 months?","Anonymous 635","2012-05-26","https://www.en-net.org/question/742.aspx",12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12589,15,12590,15,12590,15,12590,15,12590,15,12590,15,12590,15,12590,15,12590,15,12590,15,12590,15,12591,15,12591,15,12591,15,12591,15,12591,15,12591,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12592,15,12593,15,12594,15,12594,15,12594,15,12594,15,12595,15,12595,15,12595,15,12595,15,12595,15,12595,15,12595,15,12596,15,12596,15,12596,15,12596,15,12596,15,12596,15,12596,15,12596,15,12596,15,12596,15,12597,15,12597,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15,12598,15
"Micronutrients","Videos on micronutrient interventions in the Middle East","Farah Asfahani","2020-04-24","https://www.en-net.org/question/3964.aspx",4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4485,1,4487,1,4488,1,4488,1,4488,1,4488,1,4488,1,4488,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1,4489,1
"Micronutrients","Vitamin A capsule program and acute malnutrition treatment","Benjamin Guesdon","2011-08-08","https://www.en-net.org/question/507.aspx",8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8909,0,8910,0,8910,0,8910,0,8910,0,8910,0,8910,0,8910,0,8910,0,8910,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8911,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0,8912,0
"Micronutrients","vitamin A deficiency","Anonymous 3925","2016-09-20","https://www.en-net.org/question/2645.aspx",7614,1,7614,1,7614,1,7614,1,7614,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7615,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7616,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7617,1,7618,1,7618,1,7618,1,7618,1,7618,1,7618,1,7618,1,7618,1,7618,1
"Micronutrients","Vitamin A for preganant and lactating mothers(PLW)","Issack Yakub","2014-10-31","https://www.en-net.org/question/1522.aspx",8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8231,1,8232,1,8232,1,8232,1,8232,1,8232,1,8232,1,8232,1,8233,1,8233,1,8233,1,8234,1,8234,1,8234,1,8234,1,8234,1,8234,1,8234,1,8234,1,8234,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8235,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1,8236,1
"Micronutrients","Vitamin D supplementation in infants","Marie McGrath","2014-03-25","https://www.en-net.org/question/1315.aspx",9465,2,9466,2,9466,2,9466,2,9466,2,9466,2,9467,2,9467,2,9467,2,9468,2,9469,2,9469,2,9469,2,9469,2,9470,2,9470,2,9471,2,9471,2,9472,2,9473,2,9473,2,9473,2,9473,2,9474,2,9474,2,9474,2,9475,2,9475,2,9475,2,9476,2,9476,2,9476,2,9476,2,9476,2,9478,2,9478,2,9478,2,9479,2,9479,2,9479,2,9479,2,9479,2,9479,2,9480,2,9480,2,9480,2,9480,2,9481,2,9481,2,9481,2,9481,2,9481,2,9483,2,9483,2,9483,2,9483,2,9483,2,9484,2,9484,2,9484,2,9484,2,9484,2,9485,2,9486,2,9486,2,9486,2,9486,2,9486,2,9486,2,9486,2,9486,2,9487,2,9487,2,9487,2,9487,2,9487,2,9487,2,9487,2,9487,2,9487,2,9488,2
"Micronutrients","What are the effective micro-nutrient interventions for the prevention and control of micronutrient deficiency disorder (MDD) in emergency?","Anonymous 1310","2015-04-15","https://www.en-net.org/question/1685.aspx",8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8599,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8602,3,8602,3,8602,3,8602,3,8602,3,8602,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3
"Micronutrients","What is the proper micronutrient composition for supplementation to promote catch up growth in stunted children?","Yunhee Kang","2010-04-17","https://www.en-net.org/question/209.aspx",10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10121,1,10122,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10123,1,10124,1,10124,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1,10125,1
"Micronutrients","Which age group to prioritize when limited MMN available","Anonymous 94","2015-09-01","https://www.en-net.org/question/1908.aspx",8496,2,8496,2,8496,2,8496,2,8496,2,8496,2,8496,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8497,2,8498,2,8498,2,8498,2,8499,2,8499,2,8500,2,8500,2,8500,2,8500,2,8500,2,8500,2,8500,2,8500,2,8500,2,8501,2,8501,2,8502,2,8502,2,8502,2,8502,2,8502,2,8502,2,8502,2,8502,2,8503,2,8505,2,8505,2,8506,2,8506,2,8506,2,8506,2,8506,2,8507,2,8507,2,8507,2,8508,2,8509,2,8509,2,8509,2,8509,2,8509,2,8509,2,8509,2,8510,2,8511,2,8511,2,8511,2,8511,2,8512,2,8513,2,8513,2,8513,2,8513,2,8513,2,8513,2,8513,2,8514,2,8514,2,8514,2,8514,2
"Micronutrients","WHO Micronutrients Database user survey","Lisa Rogers","2019-03-07","https://www.en-net.org/question/3585.aspx",5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5121,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5122,0,5123,0,5123,0,5123,0,5123,0,5123,0,5123,0,5123,0,5123,0,5124,0,5124,0,5124,0,5124,0,5124,0,5124,0,5124,0,5124,0,5124,0,5124,0,5125,0,5125,0,5125,0,5125,0,5125,0
"Micronutrients","Why there is more push to commercial nutrient based supplements?","Anonymous 81","2011-05-02","https://www.en-net.org/question/415.aspx",8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8396,0,8397,0,8397,0,8397,0,8397,0,8397,0,8397,0,8397,0,8397,0,8398,0,8398,0,8399,0,8400,0,8400,0,8400,0,8400,0,8401,0,8401,0,8401,0,8401,0,8401,0,8401,0,8401,0,8401,0,8402,0,8402,0,8402,0,8403,0,8403,0,8403,0,8403,0,8403,0,8403,0,8403,0,8403,0,8403,0,8403,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0,8404,0
"Micronutrients","zinc status","caroline","2013-11-04","https://www.en-net.org/question/1189.aspx",8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8329,2,8330,2,8330,2,8330,2,8330,2,8331,2,8332,2,8332,2,8332,2,8332,2,8332,2,8332,2,8332,2,8332,2,8332,2,8333,2,8333,2,8333,2,8333,2,8333,2,8333,2,8333,2,8333,2,8333,2,8333,2,8333,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8334,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2,8335,2
"Micronutrients","Zinc supplementation for diarrhea treatment","Judith Haase","2014-03-05","https://www.en-net.org/question/1291.aspx",9496,7,9496,7,9496,7,9496,7,9496,7,9496,7,9496,7,9496,7,9496,7,9496,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9497,7,9498,7,9498,7,9498,7,9498,7,9498,7,9498,7,9498,7,9498,7,9498,7,9498,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9499,7,9500,7,9500,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7,9501,7
"Other thematic area","A Suggestion!!","Tammam Ali Mohammed Ahmed","2017-03-15","https://www.en-net.org/question/2848.aspx",6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6997,0,6998,0,6998,0,6998,0,6998,0,6998,0,6998,0,6998,0,6998,0,6998,0,6999,0,6999,0,6999,0,6999,0,6999,0,6999,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7000,0,7001,0
"Other thematic area","Adolescent Nutrition","benylali@yahoo.com","2015-02-20","https://www.en-net.org/question/1627.aspx",9887,9,9887,9,9887,9,9887,9,9887,9,9887,9,9887,9,9887,9,9887,9,9887,9,9887,9,9888,9,9888,9,9888,9,9888,9,9888,9,9888,9,9888,9,9888,9,9888,9,9888,9,9888,9,9889,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9890,9,9891,9,9891,9,9891,9,9891,9,9892,9,9892,9,9893,9,9893,9,9893,9,9893,9,9894,9,9894,9,9894,9,9894,9,9894,9,9894,9,9894,9,9894,9,9894,9,9894,9,9894,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9895,9,9896,9,9897,9,9897,9,9897,9
"Other thematic area","Anyone  developed/know - guideline on the management of Cholera outbreak for Haiti?  If you have can you share it, kindly?","Lovely Amin","2016-11-07","https://www.en-net.org/question/2719.aspx",7133,0,7133,0,7133,0,7133,0,7133,0,7133,0,7133,0,7133,0,7133,0,7133,0,7133,0,7134,0,7135,0,7135,0,7135,0,7135,0,7135,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7136,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7137,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0,7138,0
"Other thematic area","Area of research and Title","NANCY  MAINO","2012-04-30","https://www.en-net.org/question/704.aspx",8600,3,8600,3,8600,3,8600,3,8600,3,8600,3,8600,3,8600,3,8600,3,8600,3,8600,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8601,3,8602,3,8602,3,8602,3,8602,3,8602,3,8602,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8603,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8604,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8605,3,8606,3,8606,3
"Other thematic area","Budgeting","REBECCA KATHAMBI","2011-08-01","https://www.en-net.org/question/499.aspx",8615,1,8615,1,8615,1,8615,1,8615,1,8615,1,8615,1,8615,1,8615,1,8615,1,8615,1,8616,1,8616,1,8616,1,8616,1,8616,1,8616,1,8616,1,8616,1,8616,1,8616,1,8618,1,8618,1,8618,1,8618,1,8618,1,8618,1,8619,1,8620,1,8620,1,8620,1,8620,1,8620,1,8620,1,8620,1,8620,1,8620,1,8621,1,8621,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8622,1,8623,1,8623,1,8623,1,8623,1,8623,1,8623,1,8623,1,8623,1,8623,1,8623,1
"Other thematic area","Calcul des valeurs nutritionnelles des recettes","Marella Jones","2017-10-06","https://www.en-net.org/question/3077.aspx",6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6680,0,6681,0,6681,0,6681,0,6681,0,6681,0,6681,0,6681,0,6681,0,6681,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6682,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0,6683,0
