"Theme","Topic","Author","Posted","Link","Views_20230101_005144","Replies_20230101_005144","Views_20230101_022627","Replies_20230101_022627","Views_20230101_031755","Replies_20230101_031755","Views_20230101_041326","Replies_20230101_041326","Views_20230101_051057","Replies_20230101_051057","Views_20230101_061416","Replies_20230101_061416","Views_20230101_071052","Replies_20230101_071052","Views_20230101_081348","Replies_20230101_081348","Views_20230101_091115","Replies_20230101_091115","Views_20230101_101200","Replies_20230101_101200","Views_20230101_111012","Replies_20230101_111012","Views_20230101_121810","Replies_20230101_121810","Views_20230101_131544","Replies_20230101_131544","Views_20230101_141028","Replies_20230101_141028","Views_20230101_151119","Replies_20230101_151119","Views_20230101_161344","Replies_20230101_161344","Views_20230101_171022","Replies_20230101_171022","Views_20230101_181255","Replies_20230101_181255","Views_20230101_190944","Replies_20230101_190944","Views_20230101_201153","Replies_20230101_201153","Views_20230101_211032","Replies_20230101_211032","Views_20230101_221058","Replies_20230101_221058","Views_20230101_231204","Replies_20230101_231204","Views_20230102_004542","Replies_20230102_004542","Views_20230102_021107","Replies_20230102_021107","Views_20230102_031242","Replies_20230102_031242","Views_20230102_041359","Replies_20230102_041359","Views_20230102_051210","Replies_20230102_051210","Views_20230102_061422","Replies_20230102_061422","Views_20230102_071138","Replies_20230102_071138"
"Assessment and Surveillance","Is it necessary to take sampling weight into consideration?","Tanny","2019-11-07","https://www.en-net.org/question/3791.aspx",5223,1,5223,1,5223,1,5223,1,5223,1,5223,1,5223,1,5223,1,5224,1,5224,1,5224,1,5224,1,5224,1,5224,1,5224,1,5225,1,5225,1,5225,1,5225,1,5225,1,5225,1,5226,1,5226,1,5226,1,5226,1,5226,1,5226,1,5226,1,5226,1,5226,1
"Assessment and Surveillance","Is it possible to use LQAS methodology to assess the prevalence of stunting in non-emergency settings?","Amanda Agar","2015-07-22","https://www.en-net.org/question/1837.aspx",12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12548,10,12549,10,12549,10,12549,10,12549,10,12550,10,12550,10,12551,10,12551,10,12551,10,12551,10
"Assessment and Surveillance","Is it valid to use similar cut-off points for prevalence of wasting using z scores for different countries and contexts?","Melaku Begashaw","2011-10-10","https://www.en-net.org/question/543.aspx",12705,16,12705,16,12706,16,12706,16,12706,16,12707,16,12707,16,12707,16,12707,16,12707,16,12707,16,12707,16,12708,16,12708,16,12708,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16,12709,16
"Assessment and Surveillance","Is mortality survey a must to be conducted along with SMART?","Anonymous 81","2013-12-03","https://www.en-net.org/question/1217.aspx",9884,3,9884,3,9884,3,9884,3,9884,3,9884,3,9884,3,9884,3,9884,3,9884,3,9885,3,9885,3,9885,3,9885,3,9885,3,9885,3,9885,3,9885,3,9885,3,9885,3,9885,3,9886,3,9887,3,9888,3,9888,3,9888,3,9888,3,9890,3,9890,3,9890,3
"Assessment and Surveillance","Is stunted children less prone to be wasted than normal children during emergency context?","Frederich Christian Tan","2015-05-05","https://www.en-net.org/question/1708.aspx",9879,7,9879,7,9879,7,9879,7,9879,7,9879,7,9879,7,9881,7,9881,7,9881,7,9881,7,9881,7,9881,7,9881,7,9881,7,9882,7,9882,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7,9883,7
"Assessment and Surveillance","Is there a way to estimate the average number of lactating women (not PLW) in any target population x in emergency?","sarah neusy","2020-01-22","https://www.en-net.org/question/3835.aspx",6101,4,6101,4,6101,4,6101,4,6102,4,6102,4,6102,4,6102,4,6102,4,6102,4,6102,4,6102,4,6102,4,6102,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4,6103,4
"Assessment and Surveillance","Is there a way to present coverage when we do not have required number of SAM as sampled??","Main M. Chowdhury","2015-08-18","https://www.en-net.org/question/1879.aspx",11286,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1,11287,1
"Assessment and Surveillance","Is there any necessity to segment the large area to conduct multiple SMART survey instead of doing 1 SMART?","Md. Lalan Miah","2019-08-30","https://www.en-net.org/question/3740.aspx",5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5876,3,5877,3
"Assessment and Surveillance","IYCF and Nutritional Assessment Survey during Ramadan","Frederich Christian Tan","2014-06-20","https://www.en-net.org/question/1396.aspx",11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11637,12,11638,12,11639,12,11639,12,11639,12,11639,12,11639,12,11639,12,11639,12,11639,12,11639,12
"Assessment and Surveillance","IYCF Assessment","Shishay","2015-11-13","https://www.en-net.org/question/2261.aspx",8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8984,4,8985,4
"Assessment and Surveillance","IYCF E assessment","Safa Omer","2022-11-06","https://www.en-net.org/question/4709.aspx",319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,319,2,320,2,320,2,320,2,320,2,320,2,320,2
"Assessment and Surveillance","IYCF Index","Anonymous 3210","2015-10-08","https://www.en-net.org/question/1949.aspx",8685,2,8685,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8686,2,8687,2
"Assessment and Surveillance","KAP Assessment in Nutrition Intervention sites","Anonymous 2824","2021-09-24","https://www.en-net.org/question/4405.aspx",3952,1,3952,1,3952,1,3952,1,3952,1,3953,1,3953,1,3953,1,3953,1,3953,1,3953,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1
"Assessment and Surveillance","KAP Guidance","Leah Richardson","2016-04-21","https://www.en-net.org/question/2464.aspx",9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9429,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9430,4,9431,4,9431,4,9431,4
"Assessment and Surveillance","KAP surveys","Anonymous 557","2013-11-06","https://www.en-net.org/question/1194.aspx",13226,2,13226,2,13226,2,13226,2,13226,2,13226,2,13226,2,13227,2,13227,2,13227,2,13227,2,13227,2,13228,2,13228,2,13228,2,13228,2,13228,2,13228,2,13228,2,13228,2,13230,2,13230,2,13230,2,13230,2,13230,2,13230,2,13230,2,13230,2,13230,2,13230,2
"Assessment and Surveillance","Key questions regarding MUAC only programming - towards a research agenda","Mark Myatt","2015-10-05","https://www.en-net.org/question/1945.aspx",11115,8,11115,8,11115,8,11115,8,11115,8,11115,8,11115,8,11115,8,11115,8,11115,8,11116,8,11116,8,11117,8,11117,8,11117,8,11117,8,11117,8,11117,8,11118,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8,11119,8
"Assessment and Surveillance","late admission investigated by plotting MUAC","FRANCK ALE","2013-02-15","https://www.en-net.org/question/976.aspx",11867,1,11867,1,11867,1,11867,1,11867,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1,11869,1
"Assessment and Surveillance","Latest guideline for MUAC cutoff for PLWs","Anonymous 587","2020-10-21","https://www.en-net.org/question/4109.aspx",4694,1,4694,1,4694,1,4694,1,4694,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4695,1,4696,1,4696,1,4696,1,4696,1
"Assessment and Surveillance","Latest rapid nutrition assessment guidelines","Anonymous 24408","2019-07-05","https://www.en-net.org/question/3716.aspx",5829,1,5829,1,5829,1,5829,1,5830,1,5830,1,5830,1,5830,1,5830,1,5830,1,5830,1,5830,1,5831,1,5831,1,5831,1,5831,1,5831,1,5831,1,5831,1,5831,1,5831,1,5831,1,5832,1,5832,1,5832,1,5832,1,5832,1,5832,1,5832,1,5832,1
"Assessment and Surveillance","Length of recall period during SMART survey","Rogers Wanyama","2013-02-11","https://www.en-net.org/question/966.aspx",10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10483,2,10484,2,10484,2,10484,2,10485,2,10485,2,10485,2
"Assessment and Surveillance","LINK NCA Analysts (researchers)","Anonymous 9558","2017-10-09","https://www.en-net.org/question/3080.aspx",7797,0,7797,0,7797,0,7797,0,7797,0,7797,0,7797,0,7797,0,7797,0,7798,0,7798,0,7798,0,7798,0,7798,0,7798,0,7799,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0,7800,0
"Assessment and Surveillance","Logiciel d'analyse de données qualitatives (Freeware)","Tomas Zaba","2017-09-23","https://www.en-net.org/question/3060.aspx",9027,6,9027,6,9027,6,9027,6,9027,6,9027,6,9028,6,9028,6,9028,6,9028,6,9028,6,9028,6,9029,6,9029,6,9029,6,9029,6,9029,6,9029,6,9029,6,9029,6,9030,6,9030,6,9031,6,9031,6,9031,6,9031,6,9031,6,9031,6,9031,6,9031,6
"Assessment and Surveillance","Logistic Regression with SPSS","Diallo zakaria","2017-07-24","https://www.en-net.org/question/2998.aspx",9819,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9820,5,9821,5,9822,5,9823,5,9824,5,9824,5,9824,5,9824,5,9824,5,9824,5,9824,5,9824,5
"Assessment and Surveillance","Looking for (a) reference/s about acute malnutrition prevalence by age group in the under fives","Victoria Sibson","2018-04-04","https://www.en-net.org/question/3275.aspx",6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6806,0,6807,0,6807,0,6807,0,6807,0,6807,0,6807,0,6807,0,6807,0,6807,0,6807,0,6807,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0
"Assessment and Surveillance","looking for adult stadiometers - urgently!","Victoria Sibson","2013-06-15","https://www.en-net.org/question/1079.aspx",9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9301,1,9303,1,9304,1,9304,1,9305,1,9305,1,9305,1,9305,1,9305,1,9305,1
"Assessment and Surveillance","Looking for data on body-shape (Sri-Lanka / Myanmar)","Mark Myatt","2009-09-25","https://www.en-net.org/question/141.aspx",10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10118,4,10119,4,10120,4,10120,4,10120,4,10120,4,10120,4,10120,4
"Assessment and Surveillance","Looking to contact Simon Kiarie Karanja","Mark Myatt","2015-09-22","https://www.en-net.org/question/1930.aspx",11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11724,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2,11728,2
"Assessment and Surveillance","Low OTP Coverage","Anonymous 2352","2013-10-28","https://www.en-net.org/question/1185.aspx",12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12108,4,12109,4
"Assessment and Surveillance","LQAS -","Anonymous 81","2012-08-15","https://www.en-net.org/question/812.aspx",9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9698,1,9700,1,9701,1,9701,1,9701,1,9701,1,9701,1,9701,1,9701,1,9701,1,9701,1,9701,1
"Assessment and Surveillance","LQAS Assessment Full Guidance","Aung Thu Chai","2022-12-13","https://www.en-net.org/question/4732.aspx",124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,125,0,126,0,126,0,126,0
"Assessment and Surveillance","LQAS for health facility surveys to measure program and data quality","Anonymous 3419","2016-01-14","https://www.en-net.org/question/2324.aspx",12199,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1,12200,1
"Assessment and Surveillance","LQAS types","Anonymous 81","2013-05-22","https://www.en-net.org/question/1047.aspx",13340,7,13340,7,13340,7,13340,7,13340,7,13340,7,13341,7,13341,7,13341,7,13342,7,13343,7,13343,7,13343,7,13344,7,13344,7,13344,7,13344,7,13344,7,13345,7,13345,7,13345,7,13346,7,13346,7,13346,7,13346,7,13346,7,13346,7,13346,7,13346,7,13346,7
"Assessment and Surveillance","Malnutrition / ration de risque d'être mal nourri","Haitham shukfa","2017-12-02","https://www.en-net.org/question/3158.aspx",7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,7999,3,8000,3,8000,3,8000,3,8000,3,8000,3,8000,3,8000,3
"Assessment and Surveillance","Malnutrition & Disability, indicator and age","Severine Frison","2012-09-17","https://www.en-net.org/question/845.aspx",10257,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10258,8,10259,8,10259,8,10259,8,10259,8,10259,8,10259,8,10259,8,10259,8,10259,8,10260,8,10261,8,10261,8,10261,8,10261,8,10262,8,10262,8,10262,8
"Assessment and Surveillance","Malnutrition among children 6-24months","Anonymous 422","2010-10-18","https://www.en-net.org/question/288.aspx",10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10152,1,10153,1,10153,1,10153,1,10153,1,10153,1,10153,1,10153,1,10153,1,10153,1,10154,1,10154,1,10155,1,10155,1,10155,1,10155,1,10155,1,10155,1,10155,1
"Assessment and Surveillance","malnutrition rate","Anonymous 2180","2013-09-24","https://www.en-net.org/question/1144.aspx",13094,24,13094,24,13094,24,13094,24,13094,24,13094,24,13094,24,13095,24,13095,24,13095,24,13095,24,13095,24,13095,24,13095,24,13095,24,13095,24,13096,24,13096,24,13097,24,13098,24,13098,24,13098,24,13098,24,13098,24,13098,24,13098,24,13098,24,13098,24,13098,24,13098,24
"Assessment and Surveillance","MAM versus SAM ratio, indicator of improvement?","Elisa Dominguez","2013-01-28","https://www.en-net.org/question/958.aspx",10182,3,10183,3,10183,3,10183,3,10183,3,10183,3,10183,3,10183,3,10183,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10184,3,10185,3,10185,3,10185,3,10185,3,10185,3,10185,3,10185,3,10185,3
"Assessment and Surveillance","Mass screening in a district","Anonymous 684","2014-10-15","https://www.en-net.org/question/1502.aspx",9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5,9629,5
"Assessment and Surveillance","Maternal MUAC identification of at risk women","sanjeev pratap rao","2016-08-17","https://www.en-net.org/question/2598.aspx",8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8625,2,8626,2,8626,2,8626,2,8626,2,8627,2,8627,2,8627,2,8627,2,8627,2,8627,2,8627,2,8627,2,8627,2,8627,2
"Assessment and Surveillance","Maximum % of FLAG in SMART surveys","Anaïs","2013-01-28","https://www.en-net.org/question/957.aspx",9556,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9557,2,9558,2,9558,2,9558,2,9558,2
"Assessment and Surveillance","Measuring infants < 6 months of age - training","Marie McGrath","2009-04-29","https://www.en-net.org/question/85.aspx",9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9453,1,9453,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9455,1,9455,1,9455,1,9456,1,9456,1,9456,1,9456,1,9456,1,9456,1,9456,1
"Assessment and Surveillance","measuring sitting height","Pascale Delchevalerie","2012-02-07","https://www.en-net.org/question/636.aspx",10457,4,10458,4,10458,4,10458,4,10458,4,10458,4,10458,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4,10460,4
"Assessment and Surveillance","Meeting on Nutrition Assessment, Counseling, and Support in HIV Services: Strategies, Tools, and Progress, September 14-17, 2010, Jinja, Uganda, Meeting Report","Dorothy Mora","2011-04-04","https://www.en-net.org/question/398.aspx",9397,0,9397,0,9397,0,9397,0,9397,0,9397,0,9397,0,9397,0,9397,0,9397,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0,9398,0
"Assessment and Surveillance","Minimum acceptable diet indicators","Batakafua Bapandayi Pascal","2022-08-25","https://www.en-net.org/question/4657.aspx",811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,811,1,812,1,812,1,812,1,812,1,813,1,814,1,814,1,814,1,814,1
"Assessment and Surveillance","Minimum Number of Clusters in a SMART Survey","Anonymous 2352","2014-05-31","https://www.en-net.org/question/1385.aspx",12721,7,12721,7,12721,7,12722,7,12722,7,12722,7,12722,7,12722,7,12722,7,12722,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12723,7,12724,7,12724,7,12724,7,12724,7
"Assessment and Surveillance","Minimum SAM levels for coverage assessment?","Gwyneth Cotes","2012-04-23","https://www.en-net.org/question/696.aspx",11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11669,1,11670,1
"Assessment and Surveillance","Minimum sample size sufficient for IYCF indicators","Adama Ndiaye","2018-11-26","https://www.en-net.org/question/3499.aspx",6740,4,6740,4,6740,4,6740,4,6740,4,6740,4,6740,4,6740,4,6740,4,6740,4,6740,4,6741,4,6741,4,6741,4,6741,4,6741,4,6742,4,6743,4,6744,4,6744,4,6745,4,6745,4,6745,4,6745,4,6745,4,6745,4,6745,4,6746,4,6746,4,6746,4
"Assessment and Surveillance","Minimum Union Councils (UC) for SQUEAC due to any reasons","Anonymous 739","2014-02-07","https://www.en-net.org/question/1268.aspx",11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1,11122,1
"Assessment and Surveillance","Misdiagnosis acute malnutrition Peulh/Fulani children","Mija Ververs","2012-05-01","https://www.en-net.org/question/707.aspx",11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11297,20,11298,20,11298,20,11299,20,11299,20,11300,20,11300,20,11300,20,11300,20,11300,20,11300,20,11300,20,11300,20,11300,20,11300,20,11300,20
"Assessment and Surveillance","MNCH project survey","Mumtaz Ali","2022-08-13","https://www.en-net.org/question/4652.aspx",541,1,541,1,541,1,541,1,541,1,541,1,541,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,542,1,543,1,543,1,543,1,543,1,543,1,543,1
"Assessment and Surveillance","Modèle pour la production de systèmes de mesures de longueur en bois","Indi Trehan","2017-10-05","https://www.en-net.org/question/3074.aspx",8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8803,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5,8804,5
"Assessment and Surveillance","Modified EPI vs Segmentation in Urban Settings","Anonymous 1354","2012-04-12","https://www.en-net.org/question/689.aspx",11860,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11861,15,11862,15,11862,15,11862,15,11862,15,11862,15,11862,15,11863,15,11863,15,11863,15
"Assessment and Surveillance","Monitoring Nutritional Status Trends in response to changes in Food Insecurity.","Rogers Wanyama","2011-06-26","https://www.en-net.org/question/475.aspx",10089,7,10089,7,10089,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10090,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10091,7,10092,7,10092,7,10092,7,10092,7,10092,7,10092,7
"Assessment and Surveillance","Monitoring, evaluation and learning plan child and maternal nutrition interventions","Anonymous 3649","2021-06-02","https://www.en-net.org/question/4316.aspx",4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4372,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1
"Assessment and Surveillance","Mortality in an Emergency Context","Anonymous 147","2011-10-10","https://www.en-net.org/question/544.aspx",10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3,10105,3
"Assessment and Surveillance","MUAC ANALYSE","FRANCK ALE","2013-03-14","https://www.en-net.org/question/991.aspx",12147,5,12147,5,12147,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12148,5,12149,5,12149,5,12149,5,12149,5,12149,5,12149,5,12149,5,12149,5
"Assessment and Surveillance","MUAC and Mortality relationship","Assaye","2010-04-02","https://www.en-net.org/question/200.aspx",11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11494,13,11495,13,11495,13,11495,13,11495,13,11495,13,11495,13,11496,13,11496,13,11496,13,11497,13,11497,13,11497,13,11497,13,11497,13
"Assessment and Surveillance","MUAC and oedema","Susana Moreno Romero","2012-04-24","https://www.en-net.org/question/698.aspx",13334,18,13334,18,13334,18,13334,18,13334,18,13334,18,13335,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13336,18,13337,18,13338,18,13339,18,13339,18,13339,18,13339,18,13339,18,13339,18,13339,18
"Assessment and Surveillance","MUAC and overnutrition in adults","Anonymous 182","2013-01-24","https://www.en-net.org/question/952.aspx",11281,2,11281,2,11281,2,11281,2,11281,2,11281,2,11281,2,11281,2,11281,2,11281,2,11281,2,11282,2,11282,2,11282,2,11282,2,11282,2,11282,2,11282,2,11282,2,11282,2,11282,2,11282,2,11283,2,11283,2,11283,2,11283,2,11283,2,11283,2,11283,2,11283,2
"Assessment and Surveillance","MUAC assessment with limited access and time","Leah Richardson","2016-06-04","https://www.en-net.org/question/2505.aspx",8218,0,8218,0,8218,0,8218,0,8218,0,8218,0,8218,0,8219,0,8219,0,8219,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0,8220,0
"Assessment and Surveillance","MUAC cut off point","Nicholus Tint Zaw","2009-04-28","https://www.en-net.org/question/84.aspx",15424,5,15424,5,15424,5,15424,5,15424,5,15424,5,15424,5,15425,5,15425,5,15425,5,15425,5,15426,5,15426,5,15426,5,15426,5,15426,5,15426,5,15426,5,15426,5,15426,5,15427,5,15427,5,15427,5,15427,5,15427,5,15427,5,15427,5,15427,5,15427,5,15427,5
"Assessment and Surveillance","MUAC cut off points for school aged children","fe","2015-05-25","https://www.en-net.org/question/1744.aspx",11039,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4,11040,4
